GCA_900128725.1,Buchnera aphidicola
GCA_014168615.1,Aeromonas sp. WP2-W18-CRE-05
GCA_014168815.1,Klebsiella sp. WP3-W18-ESBL-02
GCA_014168915.1,Klebsiella sp. WP3-S18-ESBL-05
GCA_014169075.1,Klebsiella sp. WP4-W18-ESBL-05
GCA_014169515.1,Klebsiella sp. WP7-S18-CRE-02
GCA_014169535.1,Klebsiella sp. WP7-S18-CRE-03
GCA_014169555.1,Klebsiella sp. WP7-S18-ESBL-04
GCA_014169755.1,Klebsiella sp. WP8-S18-ESBL-06
GCA_014169935.1,Acinetobacter sp. BEC1-S18-ESBL-01
GCA_013177735.1,Paraburkholderia elongata
GCA_013177695.1,Paraburkholderia solitsugae
GCA_013177745.1,Ralstonia sp. 3N
GCA_009711215.1,Paracoccus shanxieyensis
GCA_010994285.1,Occultella kanbiaonis
GCA_003626815.1,Flavobacteriaceae bacterium AU392
GCA_012567955.1,Enterobacteriaceae endosymbiont of Donacia bicoloricornis
GCA_012568845.1,Enterobacteriaceae endosymbiont of Donacia cincticornis
GCA_012569925.1,Enterobacteriaceae endosymbiont of Donacia cinerea
GCA_012570365.1,Enterobacteriaceae endosymbiont of Donacia clavipes
GCA_012569785.1,Enterobacteriaceae endosymbiont of Donacia crassipes
GCA_012570745.1,Enterobacteriaceae endosymbiont of Donacia dentata
GCA_012567545.1,Enterobacteriaceae endosymbiont of Donacia fulgens
GCA_012567685.1,Enterobacteriaceae endosymbiont of Donacia marginata
GCA_012569525.1,Enterobacteriaceae endosymbiont of Donacia piscatrix
GCA_012570145.1,Enterobacteriaceae endosymbiont of Donacia provostii
GCA_012569285.1,Enterobacteriaceae endosymbiont of Donacia proxima
GCA_012570535.1,Enterobacteriaceae endosymbiont of Donacia semicuprea
GCA_012568645.1,Enterobacteriaceae endosymbiont of Donacia simplex
GCA_012569045.1,Enterobacteriaceae endosymbiont of Donacia sparganii
GCA_012568245.1,Enterobacteriaceae endosymbiont of Donacia thalassina
GCA_012571135.1,Enterobacteriaceae endosymbiont of Donacia tomentosa
GCA_012570965.1,Enterobacteriaceae endosymbiont of Donacia versicolorea
GCA_012568445.1,Enterobacteriaceae endosymbiont of Donacia vulgaris
GCA_012571605.1,Enterobacteriaceae endosymbiont of Macroplea appendiculata
GCA_012571345.1,Enterobacteriaceae endosymbiont of Macroplea mutica
GCA_012571795.1,Enterobacteriaceae endosymbiont of Neohaemonia nigricornis
GCA_012563325.1,Enterobacteriaceae endosymbiont of Plateumaris braccata
GCA_012563145.1,Enterobacteriaceae endosymbiont of Plateumaris consimilis
GCA_012562765.1,Enterobacteriaceae endosymbiont of Plateumaris pusilla
GCA_012562965.1,Enterobacteriaceae endosymbiont of Plateumaris rustica
GCA_012562605.1,Enterobacteriaceae endosymbiont of Plateumaris sericea
GCA_902705475.1,Chlamydia sp. 17-3921
GCA_009708175.1,Nocardia aurantiaca
GCA_009760405.1,Nocardia terrae
GCA_029532145.1,SAR202 cluster bacterium JH639
GCA_029532165.1,SAR202 cluster bacterium JH702
GCA_019400875.1,Streptomyces anatolicus
GCA_009707955.1,Flavobacterium sp. LC2016-13
GCA_009711135.1,Flavobacterium sp. LC2016-01
GCA_013256425.1,Hymenobacter sp. BRD67
GCA_013256625.1,Hymenobacter sp. BRD128
GCA_934435195.1,uncultured Schaedlerella sp.
GCA_020024595.1,Schaedlerella sp.
GCA_017161075.1,Erysipelotrichaceae bacterium 66202529
GCA_003730115.1,Pseudomethylobacillus aquaticus
GCA_009720145.1,Sphingobium sp. CAP-1
GCA_902726595.1,Lentimonas sp. CC10
GCA_902728225.1,Lentimonas sp. CC11
GCA_902726605.1,Lentimonas sp. CC19
GCA_902728245.1,Lentimonas sp. CC21
GCA_902728235.1,Lentimonas sp. CC4
GCA_902726585.1,Lentimonas sp. CC6
GCA_902728255.1,Lentimonas sp. CC8
GCA_003575975.1,Galactobacter valiniphilus
GCA_003640665.1,Galactobacter caseinivorans
GCA_022712075.1,Galactobacter sp.
GCA_009710015.1,Cyanobacterium aponinum 0216
GCA_003171655.1,Sphingosinithalassobacter portus
GCA_023263185.1,Aquirufa sp.
GCA_902832985.1,Burkholderia sp. BCC0097
GCA_902833145.1,Burkholderia sp. BCC0506
GCA_902833175.1,Burkholderia sp. BCC0801
GCA_902833095.1,Burkholderia sp. BCC1208
GCA_902833225.1,Burkholderia sp. BCC1644
GCA_902833125.1,Burkholderia sp. BCC1640
GCA_902832955.1,Burkholderia sp. BCC0044
GCA_902833045.1,Burkholderia sp. BCC0322
GCA_902833245.1,Burkholderia sp. BCC0398
GCA_902833075.1,Burkholderia sp. BCC0405
GCA_902833155.1,Burkholderia sp. BCC1047
GCA_902833455.1,Caballeronia sp. BCC1704
GCA_902829715.1,Burkholderia sp. BCC1642
GCA_902833695.1,Paraburkholderia sp. BCC1876
GCA_902833165.1,Burkholderia sp. BCC1630
GCA_009711165.2,Flavobacterium sp. MC2016-06
GCA_009720185.1,Gordonia sp. 135
GCA_009741265.1,Pseudarthrobacter sp. GA104
GCA_009733745.1,Oceanobacillus sp. HTM 045
GCA_009789075.1,Pseudooceanicola pacificus
GCA_009734205.1,Bombella sp. ESL0368
GCA_009725845.1,Bombella sp. ESL0378
GCA_009725805.1,Bombella sp. ESL0380
GCA_009725775.1,Commensalibacter sp. ESL0382
GCA_009725755.1,Bombella sp. ESL0385
GCA_009725745.1,Bombella sp. ESL0387
GCA_015700665.1,Bifidobacteriaceae bacterium NR044
GCA_015700695.1,Bifidobacteriaceae bacterium NR043
GCA_015700715.1,Bifidobacteriaceae bacterium NR002
GCA_025450635.1,Croceibacterium sp.
GCA_019740335.1,Aquisediminimonas sediminicola
GCA_030147905.1,Acidimangrovimonas sp.
GCA_019104105.1,Pantoea jilinensis
GCA_030832845.1,Chakrabartia sp.
GCA_009740285.1,Phnomibacter ginsenosidimutans
GCA_009832925.1,Streptomyces sp. Tu 2975
GCA_018325865.1,Pseudomonas sp. St386
GCA_018325905.1,Pseudomonas sp. St316
GCA_018325965.1,Pseudomonas sp. Cab53
GCA_018326005.1,Pseudomonas sp. Seg1
GCA_018326065.1,Pseudomonas sp. Ost2
GCA_018408275.1,Pseudomonas sp. Pc102
GCA_009720675.1,Secundilactobacillus folii
GCA_024433585.1,Aeromicrobium sp. 636
GCA_010892325.1,Facklamia sp. 252
GCA_010892315.1,Facklamia sp. 253
GCA_010892375.1,Granulicatella sp. zg-84
GCA_010892355.1,Granulicatella sp. zg-ZJ
GCA_024433635.1,Ruminococcus sp. zg-924
GCA_024436455.1,Ruminococcus sp. zg-921
GCA_010378095.1,Acidithiobacillus ferrianus
GCA_015125055.1,Komagataeibacter sp. FXV2
GCA_028867355.1,Listeria sp. LM90SB2
GCA_010820665.1,Paenibacillus sp. SYP-B3998
GCA_019399955.1,Citrobacter sp. On28M
GCA_009728145.1,Ornithinibacillus caprae
GCA_014471995.1,"Salmonella enterica subsp. enterica serovar 4,[5],12:d:-"
GCA_017009915.1,"Salmonella enterica subsp. enterica serovar Rough O:z4,z23:-"
GCA_010130385.1,"Salmonella enterica subsp. enterica serovar Amsterdam var. 15+,34+"
GCA_009733865.1,Oceanobacillus salinisoli
GCA_022751195.1,Actinomadura litoris
GCA_010993705.1,Cyclobacterium sp. SYSU L10401
GCA_009749525.1,Mesorhizobium xinjiangense
GCA_009733925.1,Streptobacillus canis
GCA_026319105.1,Enterobacter sp. HSTU-ASh6
GCA_009762795.1,Pseudodesulfovibrio cashew
GCA_019400845.1,Pseudomonas sp. MAG002Y
GCA_032057225.1,Pulveribacter sp.
GCA_934402125.1,uncultured Anaerosacchariphilus sp.
GCA_934777045.1,uncultured Faecalibacillus sp.
GCA_010993675.1,Modicisalibacter sp. 'Wilcox'
GCA_010993615.1,Arhodomonas sp. KWT
GCA_014172405.1,Pedobacter gandavensis
GCA_014172375.1,Pedobacter planticolens
GCA_018035235.1,Citrobacter sp. On2M
GCA_017750945.1,Mannheimia sp. ZY171111
GCA_030150265.1,Protaetiibacter sp.
GCA_031374145.1,Pseudolysinimonas sp.
GCA_028279315.1,Rhodophyticola sp.
GCA_023921145.1,Clostridium sp. 16K-1-R1
GCA_009737195.1,Pseudomonas sp. TDA1
GCA_014222285.1,Nostoc sp. UCD121
GCA_014222275.1,Nostoc sp. UCD122
GCA_009734465.1,Leclercia sp. J807
GCA_009734485.1,Leclercia sp. 119287
GCA_018513965.1,Leclercia sp. Colony189
GCA_012769535.1,Methylococcus geothermalis
GCA_014222255.1,Nostoc sp. UCD120
GCA_014222145.1,Trichormus variabilis 9RC
GCA_014222135.1,Trichormus variabilis ARAD
GCA_014222155.1,Trichormus variabilis N2B
GCA_014222125.1,Trichormus variabilis V5
GCA_014222225.1,Trichormus variabilis PNB
GCA_014222245.1,Trichormus variabilis FSR
GCA_015135575.1,Klebsiella sp. STW0522-44
GCA_004305975.1,Streptomyces otsuchiensis
GCA_902833195.1,Burkholderia sp. BCC1638
GCA_902706605.1,Enterococcus sp. CSURQ0835
GCA_902706255.1,Pseudomonas sp. 18048
GCA_902706195.1,Novosphingobium sp. 18050
GCA_902706215.1,Raoultella sp. 18051
GCA_902706245.1,Novosphingobium sp. 18052
GCA_902706145.1,Sphingobacterium sp. 18053
GCA_902706285.1,Rhizobium sp. 18055
GCA_902706235.1,Citrobacter sp. 18056
GCA_902706175.1,Serratia sp. 18057
GCA_902706155.1,Pseudomonas sp. 18058
GCA_902706165.1,Pantoea sp. 18059
GCA_902706105.1,Curtobacterium sp. 18060
GCA_902706205.1,Chryseobacterium sp. 18061
GCA_902706225.1,Microbacterium sp. 18062
GCA_902706095.1,Rhizobium sp. 18065
GCA_902706185.1,Roseomonas sp. 18066
GCA_902706295.1,Arthrobacter sp. 18067
GCA_902706275.1,Chryseobacterium sp. 18068
GCA_902706035.1,Pantoea sp. 18069
GCA_902705915.1,Raoultella sp. 18084
GCA_902706015.1,Raoultella sp. 18085
GCA_902705975.1,Raoultella sp. 18086
GCA_902706305.1,Raoultella sp. 18091
GCA_902706465.1,Raoultella sp. 18092
GCA_902706545.1,Raoultella sp. 18093
GCA_902706525.1,Raoultella sp. 18097
GCA_902706405.1,Raoultella sp. 18098
GCA_902706565.1,Raoultella sp. 18099
GCA_902706585.1,Raoultella sp. 18102
GCA_902706435.1,Raoultella sp. 18103
GCA_902706485.1,Raoultella sp. 18104
GCA_902706575.1,Raoultella sp. 18105
GCA_902706395.1,Raoultella sp. 18109
GCA_902706325.1,Raoultella sp. 18110
GCA_902706385.1,Raoultella sp. 18111
GCA_902706355.1,Raoultella sp. 18112
GCA_902706365.1,Raoultella sp. 18117
GCA_902705925.1,Raoultella sp. 18071
GCA_902706005.1,Raoultella sp. 18072
GCA_902706045.1,Raoultella sp. 18073
GCA_902705905.1,Raoultella sp. 18074
GCA_902706055.1,Raoultella sp. 18079
GCA_902705965.1,Raoultella sp. 18083
GCA_902706265.1,Pseudomonas sp. 18047
GCA_902729425.1,Magnetospirillum sp. SS-4
GCA_902729445.1,Magnetospirillum sp. LM-5
GCA_902729435.1,Magnetospirillum sp. UT-4
GCA_902807005.1,Chlamydiifrater phoenicopteri
GCA_902806995.1,Chlamydiifrater volucris
GCA_009812055.1,Chelativorans xinjiangense
GCA_009828605.1,Arthrobacter zhaoguopingii
GCA_009755605.1,Streptomyces typhae
GCA_010993735.1,Chelativorans alearense
GCA_022398295.1,Shewanella insulae
GCA_011290325.1,Pseudomonas sp. AU8050
GCA_011326135.1,Microbulbifer sp. SH-1
GCA_010367485.1,Rhodopirellula sp. JC637
GCA_009739515.1,Sphingomonas profundi
GCA_009861485.1,Massilia puerhi
GCA_017161115.1,Variovorax sp. RKNM96
GCA_010993745.1,Fodinicola acaciae
GCA_009904105.1,Elizabethkingia argenteiflava
GCA_009762775.1,Maribellus comscasis
GCA_009830285.1,Sporofaciens musculi
GCA_026184435.1,bacterium 3DAC
GCA_013036045.1,Alienimonas chondri
GCA_009741275.1,Winogradskyella endarachnes
GCA_022819185.1,Morganella sp. HSTU-ASny43
GCA_009746545.1,Oceanobacillus sp. AG
GCA_009746525.1,Bacillus sp. A134
GCA_010692825.1,bacterium LRH843
GCA_021213675.1,Pseudomonas bijieensis
GCA_009707715.1,Erwinia sorbitola
GCA_021352185.1,Rhodococcus sp. Ni2
GCA_009827135.1,Blochmannia endosymbiont of Camponotus nipponensis
GCA_014857065.1,Blochmannia endosymbiont of Colobopsis nipponica
GCA_029132825.1,Methylophilus sp. YYY-1
GCA_009754915.1,Mucilaginibacter arboris
GCA_009754905.2,Mucilaginibacter ginkgonis
GCA_009754945.1,Spirosoma arboris
GCA_026951875.1,Xylophilus sp. Kf1
GCA_009742725.1,Nitratireductor arenosus
GCA_009740395.1,Lysobacter gilvus
GCA_009753675.1,Zongyanglinia huanghaiensis
GCA_018608265.1,Defluviicoccus sp.
GCA_014380605.1,Fimbriimonadaceae bacterium
GCA_019186925.1,Fimbriimonadales bacterium
GCA_016707455.1,Sterolibacteriaceae bacterium
GCA_026003975.1,Tepidiforma sp.
GCA_018406505.1,Veillonella sp. S12025-13
GCA_020593325.1,Veillonella nakazawae
GCA_009811895.1,Novosphingobium sp. TCA1
GCA_009737085.1,Paenibacillus sp. NEAU-GSW1
GCA_014083965.1,Stenotrophomonas sp. SXG-1
GCA_009746565.1,Mariniflexile maritimum
GCA_009746585.1,Novosphingobium aquimarinum
GCA_009818105.1,Bacillus sp. N1-1
GCA_012927305.1,Hymenobacter polaris
GCA_902725215.1,Rhodospirillaceae bacterium LM-1
GCA_022432925.1,Vibrio sp. CyArs1
GCA_009852415.1,Streptomyces sp. Tu 3180
GCA_016491645.1,Streptomyces sp. CRB46
GCA_011392455.1,Xiamenia xianingshaonis
GCA_011040415.1,Eggerthellaceae bacterium zg-893
GCA_009739225.1,Streptomyces sp. Z38
GCA_008180155.1,Mesorhizobium microcysteis
GCA_017751145.1,Iocasia fonsfrigidae
GCA_013317055.1,Wolbachia endosymbiont of Atemnus politus
GCA_009753715.1,Sphingomonas horti
GCA_009758195.1,Nocardioides sp. MAH-18
GCA_009758015.1,Ramlibacter pinisoli
GCA_026797325.1,Paenibacillus anseongense
GCA_009758255.1,Microbacterium sp. MAH-37
GCA_013602415.2,Rhodococcus sp. B50
GCA_009789195.1,Paenibacillus sp. MMS18-CY102
GCA_015475835.1,Streptomyces sp. NRRL B-1677
GCA_934699145.1,uncultured Candidatus Melainabacteria bacterium
GCA_009755225.1,Hymenobacter ginkgonis
GCA_009755355.1,Deinococcus arboris
GCA_013035825.1,Ruegeria sp. HKCCA5014
GCA_013035585.1,Ruegeria sp. HKCCA5839
GCA_013035475.1,Ruegeria sp. HKCCC1038
GCA_013034605.1,Ruegeria sp. HKCCA4633
GCA_013034595.1,Ruegeria sp. HKCCA4707
GCA_013034585.1,Ruegeria sp. HKCCA5426
GCA_013034565.1,Ruegeria sp. HKCCA5491
GCA_013034545.1,Ruegeria sp. HKCCA5763
GCA_013034525.1,Ruegeria sp. HKCCA5929
GCA_013034475.1,Ruegeria sp. HKCCA6837
GCA_013034485.1,Ruegeria sp. HKCCC2111
GCA_013034465.1,Ruegeria sp. HKCCC2112
GCA_013034445.1,Ruegeria sp. HKCCC2117
GCA_013034245.1,Ruegeria sp. HKCCA4812
GCA_013034175.1,Ruegeria sp. HKCCA5463
GCA_013033705.1,Ruegeria sp. HKCCA0370
GCA_013033515.1,Ruegeria sp. HKCCA6707
GCA_013033505.1,Ruegeria sp. HKCCA6948
GCA_013033235.1,Ruegeria sp. HKCCA0235A
GCA_013033125.1,Ruegeria sp. HKCCA4008
GCA_013110635.1,Ruegeria sp. HKCCD6604
GCA_013110675.1,Ruegeria sp. HKCCD6228
GCA_013110595.1,Ruegeria sp. HKCCD6428
GCA_013110585.1,Ruegeria sp. HKCCD6119
GCA_013031565.1,Ruegeria sp. HKCCD7255
GCA_013110575.1,Ruegeria sp. HKCCD7559
GCA_013031405.1,Ruegeria sp. HKCCD8929
GCA_013110825.1,Ruegeria sp. HKCCD5849
GCA_013110805.1,Ruegeria sp. HKCCD5851
GCA_013031225.1,Ruegeria sp. HKCCD7221
GCA_013031185.1,Ruegeria sp. HKCCD7239
GCA_013031165.1,Ruegeria sp. HKCCD7251
GCA_013110775.1,Ruegeria sp. HKCCD7296
GCA_013111185.1,Ruegeria sp. HKCCD7303
GCA_013110755.1,Ruegeria sp. HKCCD7318
GCA_013110715.1,Ruegeria sp. HKCCD7319
GCA_013031175.1,Ruegeria sp. HKCCD9179
GCA_013110795.1,Ruegeria sp. HKCCD6109
GCA_013112245.1,Ruegeria sp. HKCCD4315
GCA_013110915.1,Ruegeria sp. HKCCD4318
GCA_013110885.1,Ruegeria sp. HKCCD4318-2
GCA_013110875.1,Ruegeria sp. HKCCD4332
GCA_013110855.1,Ruegeria sp. HKCCD4884
GCA_009767705.1,Myroides sp. LoEW2-1
GCA_010748895.1,Brevibacillus sp. 7WMA2
GCA_016820635.1,Anaeromonas gelatinilytica
GCA_009763255.1,Bordetella sp. 02P26C-1
GCA_009792895.1,Pigmentibacter ruber
GCA_022496715.1,Sphingomonas sp. SFZ2018-12
GCA_009758415.1,Devosia marina
GCA_010468615.1,Pseudodesulfovibrio sp. JC047
GCA_010468565.1,Muricauda sp. TY007
GCA_009758445.1,Raoultella sp. 10-1
GCA_029983365.1,Urinicoccus sp.
GCA_009763355.1,Telluria cellulosilytica
GCA_009789235.1,Flavobacterium hydrocarbonoxydans
GCA_020312265.1,Streptomyces solaniscabiei
GCA_013335925.1,Demequinaceae bacterium
GCA_009905695.1,Emticicia sp. ODNR4P
GCA_009905725.1,Emticicia sp. CRIBPO
GCA_009905615.1,Pseudomonas sp. SLFW
GCA_009905675.1,Pseudomonas sp. ODNR1LW
GCA_009905605.1,Runella sp. CRIBMP
GCA_009905535.1,Caulobacter sp. SLTY
GCA_009905545.1,Cellulophaga sp. BC115SP
GCA_009905715.1,Rhizobium sp. CRIBSB
GCA_009905735.1,Porphyrobacter sp. SLTP
GCA_009905775.1,Pseudomonas sp. BC115LW
GCA_011009015.1,Spartinivicinus ruber
GCA_009931615.1,Algicella marina
GCA_020782875.1,Muricauda sp. M10
GCA_011524395.1,Moorena sp. SS36440bin_2
GCA_030410395.1,Zwartia panacis
GCA_009828935.2,Luteimonas cellulosilyticus
GCA_009758205.1,Chitinophaga tropicalis
GCA_013778325.1,Sphingomonas chungangi
GCA_009755725.1,Diaminobutyricimonas sp. LJ205
GCA_016772255.1,Rhodococcus sp. 21391
GCA_014596975.1,Aestuariibaculum marinum
GCA_031399375.1,Paraoceanicella sp.
GCA_005844085.1,Lichenicoccus roseus
GCA_009759805.1,Bacillus sp. ms-22
GCA_020889785.1,Bradyrhizobium acaciae
GCA_016820655.1,Anaeromonas frigoriresistens
GCA_011421495.1,Erysipelothrix anatis
GCA_009828825.1,Erysipelothrix aquatica
GCA_009828835.1,Erysipelothrix urinaevulpis
GCA_011390275.1,Geitlerinema sp. S16
GCA_027002795.1,Desulfohalobiaceae bacterium
GCA_011389765.1,Desulfohalobiaceae bacterium S24
GCA_011391025.1,Microcoleaceae cyanobacterium S07
GCA_011391125.1,Synechococcales cyanobacterium S06
GCA_011055525.1,Streptomyces sp. 196(2019)
GCA_013458095.1,Citrobacter sp. 172116965
GCA_030538345.1,Gallicola sp.
GCA_009792315.1,Mycoplasma sp. NEAQ87857
GCA_016617495.1,Azonexaceae bacterium s22
GCA_016617515.1,Azonexaceae bacterium t15
GCA_014529625.2,Candidatus Pelagisphaera phototrophica
GCA_014529675.2,Opitutae bacterium ISCC 52
GCA_014529665.2,Opitutae bacterium ISCC 51
GCA_009793355.1,Halomonas zhuhanensis
GCA_009770985.1,Mucilaginibacter sp. JXJ CY 39
GCA_002356535.2,Pseudomonas izuensis
GCA_009767955.1,Enterobacteriaceae bacterium 8376wD9
GCA_009767965.1,Enterobacteriaceae bacterium 8376wB9
GCA_009768005.1,Enterobacteriaceae bacterium 8376wH8
GCA_009768025.1,Enterobacteriaceae bacterium 8376wD8
GCA_009768085.1,Enterobacteriaceae bacterium 8376wB8
GCA_009768115.1,Enterobacteriaceae bacterium 8376wD7
GCA_009768225.1,Enterobacteriaceae bacterium 8376wG6
GCA_009768865.1,Sphingobacterium sp. DK4209
GCA_009835005.1,Flavobacteriaceae bacterium Ap0902
GCA_014522205.1,Corynebacterium poyangense
GCA_014235805.1,Corynebacterium anserum
GCA_009768845.1,Microbacter sp. ANSKLAB05
GCA_016879935.1,Archangiaceae bacterium
GCA_009789635.1,Streptomyces sp. QHH-9511
GCA_014083985.1,Streptomyces sp. SCUT-3
GCA_014323725.1,Actinokineospora xionganensis
GCA_029581355.1,Parabacteroides chongii
GCA_011420305.2,Nocardioides ochotonae
GCA_013139755.1,Methylomarinum sp.
GCA_017505955.1,Mycoplasmataceae bacterium
GCA_011421605.1,Marinobacter sp. JSM 1782161
GCA_009996525.1,Microcystis aeruginosa BK11-02
GCA_009996535.1,Microcystis aeruginosa BS11-05
GCA_009996485.1,Microcystis aeruginosa BS13-02
GCA_009996415.1,Microcystis aeruginosa BS13-10
GCA_009996455.1,Microcystis aeruginosa F13-15
GCA_009996405.1,Microcystis aeruginosa G11-01
GCA_009996445.1,Microcystis aeruginosa G11-04
GCA_009996385.1,Microcystis aeruginosa G11-06
GCA_009996365.1,Microcystis aeruginosa G11-09
GCA_009996325.1,Microcystis aeruginosa G13-01
GCA_009996315.1,Microcystis aeruginosa G13-03
GCA_009996285.1,Microcystis aeruginosa G13-05
GCA_009996305.1,Microcystis aeruginosa G13-07
GCA_009996255.1,Microcystis aeruginosa G13-09
GCA_009996235.1,Microcystis aeruginosa G13-10
GCA_009996195.1,Microcystis aeruginosa G13-11
GCA_009996205.1,Microcystis aeruginosa G13-12
GCA_009996185.1,Microcystis aeruginosa K13-05
GCA_009996165.1,Microcystis aeruginosa K13-06
GCA_009996145.1,Microcystis aeruginosa K13-07
GCA_009996105.1,Microcystis aeruginosa K13-10
GCA_009996095.1,Microcystis aeruginosa L111-01
GCA_009996085.1,Microcystis aeruginosa L211-07
GCA_009996045.1,Microcystis aeruginosa L211-101
GCA_009996055.1,Microcystis aeruginosa L211-11
GCA_009996025.1,Microcystis aeruginosa L311-01
GCA_009995995.1,Microcystis aeruginosa LE13-04
GCA_009995965.1,Microcystis aeruginosa LG11-05
GCA_009995985.1,Microcystis aeruginosa LG13-03
GCA_009995945.1,Microcystis aeruginosa LG13-11
GCA_009995925.1,Microcystis aeruginosa LG13-12
GCA_009995845.1,Microcystis aeruginosa LG13-13
GCA_009995855.1,Microcystis aeruginosa LL11-07
GCA_009995885.1,Microcystis aeruginosa LL13-03
GCA_009995895.1,Microcystis aeruginosa LL13-06
GCA_009995825.1,Microcystis aeruginosa S11-01
GCA_009995785.1,Microcystis aeruginosa S11-05
GCA_009995735.1,Microcystis aeruginosa SX13-01
GCA_009995725.1,Microcystis aeruginosa SX13-11
GCA_009995775.1,Microcystis aeruginosa W11-03
GCA_009995765.1,Microcystis aeruginosa W11-06
GCA_009995705.1,Microcystis aeruginosa W13-11
GCA_009995685.1,Microcystis aeruginosa W13-13
GCA_009995645.1,Microcystis aeruginosa W13-15
GCA_009995625.1,Microcystis aeruginosa W13-16
GCA_009995635.1,Microcystis aeruginosa W13-18
GCA_009856525.1,Neorickettsia findlayensis
GCA_016906005.1,Acinetobacter sp. 105-3
GCA_009800965.1,Cognatazoarcus halotolerans
GCA_009831765.1,Craterilacuibacter sinensis
GCA_013403985.1,Winogradskyella ludwigii
GCA_013394615.1,Winogradskyella forsetii
GCA_013394655.1,Winogradskyella schleiferi
GCA_013403975.1,Winogradskyella ursingii
GCA_902726655.1,Virgibacillus ihumii
GCA_902726645.1,Halobacillus ihumii
GCA_009792355.1,Terricaulis silvestris
GCA_011387195.1,Streptococcus ruminicola
GCA_009792235.1,Microcystis aeruginosa FD4
GCA_009796285.1,Streptomyces broussonetiae
GCA_009913455.1,Salmonella sp. S13
GCA_011378685.1,Pseudoalteromonas sp. C8
GCA_011378715.1,Psychromonas sp. SA13A
GCA_011378705.1,Pseudoalteromonas sp. SA25
GCA_011378745.1,Pseudoalteromonas sp. Z1A6
GCA_011378755.1,Pseudoalteromonas sp. Z1A2
GCA_011378815.1,Pseudoalteromonas sp. 31A1
GCA_011378805.1,Pseudoalteromonas sp. Z9A6
GCA_011378845.1,Pseudoalteromonas sp. Z9A4
GCA_011378855.1,Pseudoalteromonas sp. Z1A8
GCA_011378875.1,Pseudoalteromonas sp. Z9A5
GCA_009828855.1,Psychromonas sp. L1A2
GCA_009735555.1,Labilibaculum euxinus
GCA_009796765.1,Paraglaciecola sp. L3A3
GCA_009796745.1,Paraglaciecola sp. L1A13
GCA_009796845.1,Cobetia sp. L2A1
GCA_009796785.1,Polaribacter sp. L3A8
GCA_009797025.1,Cellulophaga sp. L1A9
GCA_009796865.1,Formosa sp. L2A11
GCA_021869705.1,Klebsiella sp. PCX
GCA_009796805.1,Algibacter sp. L1A34
GCA_009796825.1,Algibacter sp. L3A6
GCA_013122435.1,Chloroflexi bacterium AL-N1
GCA_013122425.1,Chloroflexi bacterium AL-N5
GCA_013122405.1,Chloroflexi bacterium AL-N10
GCA_013122415.1,Chloroflexi bacterium AL-N15
GCA_013122385.1,Chloroflexi bacterium AL-W
GCA_902499555.1,Mesonia oceanica
GCA_011378625.1,Pseudoalteromonas sp. c7(2019)
GCA_011378905.1,Paraglaciecola sp. 20A4
GCA_011378915.1,Polaribacter sp. 20A6
GCA_011379025.1,Polaribacter sp. 11A2H
GCA_011378975.1,Cellulophaga sp. Z1A5H
GCA_013695355.1,Candidatus Protochlamydia sp.
GCA_017985985.1,Oligoflexales bacterium
GCA_021324015.1,Solibacteraceae bacterium
GCA_022530855.1,Candidatus Vondammii sp. HM_W22
GCA_018129085.1,Plastoroseomonas hellenica
GCA_902713635.1,Wolbachia endosymbiont of Cardiocondyla obscurior
GCA_009795905.1,Gilliamella sp. Lep-s5
GCA_009795895.1,Gilliamella sp. Lep-s21
GCA_009795885.1,Gilliamella sp. Pas-s25
GCA_009795865.1,Gilliamella sp. Pas-s27
GCA_009795845.1,Gilliamella sp. Lep-s35
GCA_009795805.1,Gilliamella sp. Pra-s52
GCA_009795785.1,Gilliamella sp. Pra-s54
GCA_009795755.1,Gilliamella sp. Pra-s60
GCA_009795745.1,Gilliamella sp. Pra-s65
GCA_009795795.1,Gilliamella sp. Pas-s95
GCA_011421595.1,Streptomyces sp. YIM 98790
GCA_011421635.1,Paenibacillus turpanensis
GCA_018882445.1,Polynucleobacter sp. 15G-AUS-farblos
GCA_018882385.1,Polynucleobacter sp. 30F-ANTBAC
GCA_018882405.1,Polynucleobacter sp. 31A-FELB
GCA_018882365.1,Polynucleobacter sp. 71A-WALBACH
GCA_018882465.1,Polynucleobacter sp. 73C-SIWE
GCA_018882325.1,Polynucleobacter sp. 78F-HAINBA
GCA_018882295.1,Polynucleobacter sp. 80A-SIGWE
GCA_018882415.1,Polynucleobacter sp. 86C-FISCH
GCA_018688455.1,Polynucleobacter sp. AM-7D1
GCA_018882285.1,Polynucleobacter sp. AM-26B4
GCA_018882215.1,Polynucleobacter sp. AP-Kaivos-20-H2
GCA_018882145.1,Polynucleobacter sp. AP-RePozz3-80-G7
GCA_018882095.1,Polynucleobacter sp. CS-Odin-A6
GCA_018687615.1,Polynucleobacter sp. MWH-CaK5
GCA_018881775.1,Polynucleobacter sp. MWH-Loch1C5
GCA_018687515.1,Polynucleobacter sp. MWH-Spelu-300-X4
GCA_018687475.1,Polynucleobacter sp. MWH-UH24A
GCA_009834775.1,Saccharibacter sp. EH60
GCA_009834765.1,Saccharibacter sp. EH611
GCA_009834795.1,Saccharibacter sp. EH70
GCA_009834805.1,Saccharibacter sp. 17.LH.SD
