GCA_900327555.1,Cowpox virus
GCA_017121755.1,Methylophilales phage MEP301
GCA_017347835.1,Streptococcus phage A1
GCA_031239595.1,Garlic yellow stripe associated virus
GCA_031239615.1,Pangolin respirovirus
GCA_905221565.1,Vibrio phage B1_1
GCA_032097385.1,Beauveria bassiana polymycovirus 4
GCA_016906845.1,Phage PEA2-3
GCA_031323485.1,Botourmiaviridae sp.
GCA_031239725.1,Cirlivirales sp.
GCA_020473745.1,Mycobacterium phage SmellyB
GCA_019095185.1,Mycobacterium phage Winget
GCA_017368295.1,Escherichia phage PTK
GCA_031239755.1,Alphamesonivirus sp.
GCA_029886035.1,Arlivirus sp.
GCA_031239775.1,Becurtovirus sp.
GCA_031239815.1,Betabaculovirus sp.
GCA_031239865.1,Betatorquevirus sp.
GCA_016811725.1,Halorubrum virus Humcor2
GCA_016811735.1,Halorubrum virus Humcor1
GCA_016811745.1,Haloferax virus Halfgib1
GCA_016811755.1,Haloarcula virus Harhisp1
GCA_031239895.1,Epsilontorquevirus sp.
GCA_031239925.1,Etatorquevirus sp.
GCA_031242495.1,Gammatorquevirus sp.
GCA_031242525.1,Gemykroznavirus sp.
GCA_031242575.1,Giardiavirus sp.
GCA_031242605.1,Henipavirus sp.
GCA_031242635.1,Hepelivirales sp.
GCA_031242685.1,Huchismacovirus sp.
GCA_031242715.1,Megrivirus sp.
GCA_031323495.1,Mitoviridae sp.
GCA_031323535.1,Nairoviridae sp.
GCA_018448625.1,Prasinovirus sp.
GCA_023156885.1,Hibiscus yellow blotch virus
GCA_018140775.1,Redondoviridae sp.
GCA_031242785.1,Sakobuvirus sp.
GCA_031242795.1,Serpentovirales sp.
GCA_031242805.1,Sobemovirus sp.
GCA_031242815.1,Tupavirus sp.
GCA_023147515.1,Ashitaba mosaic virus
GCA_031242825.1,Cheloniid poxvirus 1
GCA_017903865.1,Enterobacter phage PF-CE2
GCA_019095195.1,Escherichia phage vB_EcoM-ZQ3
GCA_019095225.1,Escherichia phage vB_EcoP-ZQ2
GCA_031242835.1,Goose astrovirus 2
GCA_031242845.1,Paper mulberry vein-banding virus
GCA_021090155.1,Mycobacterium phage phiT45-1
GCA_020473755.1,Microbacterium phage SBlackberry
GCA_021216135.1,Microbacterium phage Skylord
GCA_031242855.1,Setosphaeria turcica fusarivirus 1
GCA_016906855.1,Pseudomonas phage zikora
GCA_031242865.1,Hedgehog arterivirus
GCA_029885855.1,Duck-associated ambidensovirus 1
GCA_031242885.1,Duck-associated ambidensovirus 2
GCA_029885885.1,Duck-associated chapparvovirus 1
GCA_029885895.1,Duck-associated chapparvovirus 2
GCA_029888145.1,Solenopsis invicta virus 14
GCA_023148965.1,Solenopsis invicta virus 15
GCA_029891415.1,Cotonvirus japonicus
GCA_031242895.1,Mudlarkpox virus
GCA_023528145.1,Albatrosspox virus
GCA_031242905.1,Penguinpox virus 2
GCA_017121805.1,Corynebacterium phage CL31
GCA_023156175.1,Ruloma virus
GCA_031242915.1,Torulaspora delbrueckii virus LA
GCA_017356055.1,Haloarcula virus Hardyhisp2
GCA_017347885.1,Pseudomonas phage vB_PaeP_fHoPae04
GCA_018310625.1,Escherichia phage UPEC03
GCA_018310635.1,Escherichia phage UPEC06
GCA_018310645.1,Escherichia phage UPEC07
GCA_029888015.1,Sulina virus
GCA_029888625.1,Vitis varicosavirus
GCA_029888485.1,Vitis emaravirus
GCA_018603585.1,Escherichia phage 590B
GCA_031242925.1,Artemisia virus B
GCA_031700835.1,Acheta domesticus iflavirus
GCA_017347895.1,Aeromonas phage vB_AsM_ZHF
GCA_017347905.1,Salmonella phage vB_SalP_TR2
GCA_017347915.1,Arcanobacterium phage vB-ApyS-JF1
GCA_017121815.1,Escherichia phage U136B
GCA_022211065.1,Bacillus phage BCPG3
GCA_022213495.1,Bacillus phage BCP18
GCA_017347925.1,Klebsiella phage KPP-5
GCA_021725545.1,Pseudomonas phage PhL_UNISO_PA-DSM_ph0031
GCA_021725555.2,Pseudomonas phage PhL_UNISO_PA-DSM_ph0034
GCA_022401805.1,Pseudomonas phage PhL_UNISO_PA-DSM_ph0041x
GCA_017121825.1,Microcystis phage MaAM05
GCA_017347935.1,Cellulosimicrobium phage DS1
GCA_017347945.1,Gordonia phage Austin
GCA_017347955.1,Gordonia phage ODay
GCA_017347965.1,Gordonia phage Ayotoya
GCA_017347975.1,Mycobacterium phage Aelin
GCA_017347985.1,Gordonia phage Cashline
GCA_017347995.1,Mycobacterium phage Lulwa
GCA_017348005.1,Mycobacterium phage Anderson
GCA_017348015.1,Mycobacterium phage Bluephacebaby
GCA_017348025.1,Mycobacterium phage Netyap
GCA_017348035.1,Mycobacterium phage Nanosmite
GCA_017348045.1,Microbacterium phage NoodlelyBoi
GCA_017348055.1,Staphylococcus phage BUCT556
GCA_020473765.1,Staphylococcus phage vB_SauH_2002
GCA_017348065.1,Pseudomonas phage vB_PaeM_V523
GCA_017348075.1,Pseudomonas phage vB_PaeM_V524
GCA_018729695.1,Microvirgula phage phiNY
GCA_018954585.1,Roseobacter phage CRP-13
GCA_018954635.1,Roseobacter phage CRP-9
GCA_017348085.1,Acinetobacter phage 53
GCA_017348095.1,Mycobacterium phage prophi100A-2
GCA_017348105.1,Mycobacterium phage prophi102-2
GCA_017348115.1,Mycobacterium phage prophi104-2
GCA_017348125.1,Mycobacterium phage prophi108-1
GCA_017348135.1,Mycobacterium phage prophi43-6
GCA_017348145.1,Mycobacterium phage prophi52-1
GCA_017348155.1,Mycobacterium phage prophi57-1
GCA_017348165.1,Mycobacterium phage prophi58-1
GCA_017348175.1,Mycobacterium phage prophi62-1
GCA_017348185.1,Mycobacterium phage prophi62-2
GCA_017348195.1,Mycobacterium phage prophi62-3
GCA_017348205.1,Mycobacterium phage prophi68-1
GCA_017348215.1,Mycobacterium phage prophi79-1
GCA_017348225.1,Mycobacterium phage prophi86-1
GCA_017348235.1,Mycobacterium phage prophi88-1
GCA_017348245.1,Mycobacterium phage prophi89-1
GCA_017348255.1,Mycobacterium phage prophi91-1
GCA_017348265.1,Mycobacterium phage prophi91-3
GCA_017348275.1,Mycobacterium phage prophi91-4
GCA_017348285.1,Mycobacterium phage prophiGD02-2
GCA_017348295.1,Mycobacterium phage prophiGD03-1
GCA_017348305.1,Mycobacterium phage prophiGD04-1
GCA_017348315.1,Mycobacterium phage prophiGD05-1
GCA_017348325.1,Mycobacterium phage prophiGD05-2
GCA_017348335.1,Mycobacterium phage prophiGD05-3
GCA_017348345.1,Mycobacterium phage prophiGD08-2
GCA_017348355.1,Mycobacterium phage prophiGD08-3
GCA_017348365.1,Mycobacterium phage prophiGD102-1
GCA_017348375.1,Mycobacterium phage prophiGD11-1
GCA_017348385.1,Mycobacterium phage prophiGD11-2
GCA_017348395.1,Mycobacterium phage prophiGD11-3
GCA_017348405.1,Mycobacterium phage prophiGD12-2
GCA_017348415.1,Mycobacterium phage prophiGD13-2
GCA_017348425.1,Mycobacterium phage prophiGD15-1
GCA_017348435.1,Mycobacterium phage prophiGD16-1
GCA_017348445.1,Mycobacterium phage prophiGD17-1
GCA_017348455.1,Mycobacterium phage prophiGD17-2
GCA_017348465.1,Mycobacterium phage prophiGD20-1
GCA_017348475.1,Mycobacterium phage prophiGD21-1
GCA_017348485.1,Mycobacterium phage prophiGD21-2
GCA_017348495.1,Mycobacterium phage prophiGD21-3
GCA_017348505.1,Mycobacterium phage prophiGD22-1
GCA_017348515.1,Mycobacterium phage prophiGD24-2
GCA_017348525.1,Mycobacterium phage prophiGD24-3
GCA_017348535.1,Mycobacterium phage prophiGD25-1
GCA_017348545.1,Mycobacterium phage prophiGD27-1
GCA_017348555.1,Mycobacterium phage prophiGD33-1
GCA_017348565.1,Mycobacterium phage prophiGD34-2
GCA_017348575.1,Mycobacterium phage prophiGD36-2
GCA_017348585.1,Mycobacterium phage prophiGD39-2
GCA_017348595.1,Mycobacterium phage prophiGD42-2
GCA_017348605.1,Mycobacterium phage prophiGD43A-1
GCA_017348615.1,Mycobacterium phage prophiGD43A-2
GCA_017348625.1,Mycobacterium phage prophiGD43A-3
GCA_017348635.1,Mycobacterium phage prophiGD43A-4
GCA_017348645.1,Mycobacterium phage prophiGD43A-5
GCA_017348655.1,Mycobacterium phage prophiGD44-1
GCA_017348665.1,Mycobacterium phage prophiGD51-1
GCA_017348675.1,Mycobacterium phage prophiGD51-2
GCA_017348685.1,Mycobacterium phage prophiGD53-3
GCA_017348695.1,Mycobacterium phage prophiGD54-1
GCA_017348705.1,Mycobacterium phage prophiGD54-2
GCA_017348715.1,Mycobacterium phage prophiGD57-2
GCA_017348725.1,Mycobacterium phage prophiGD90-1
GCA_017348735.1,Mycobacterium phage prophiGD91-2
GCA_023119515.1,Bacopa monnieri virus 1
GCA_023119525.1,Bacopa monnieri virus 2
GCA_031242945.1,Bacopa monnieri virus 3
GCA_018388845.1,Staphylococcus phage BT3
GCA_018388855.1,Staphylococcus phage PM22
GCA_018388865.1,Staphylococcus phage PM25
GCA_018388875.1,Staphylococcus phage PM28
GCA_018388885.1,Staphylococcus phage PM32
GCA_018388895.1,Staphylococcus phage PM34
GCA_018388905.1,Staphylococcus phage PM36
GCA_018388915.1,Staphylococcus phage PM4
GCA_018388925.1,Staphylococcus phage PM9
GCA_018388935.1,Staphylococcus phage PM93
GCA_031242955.1,Mimivirus reunion
GCA_023155365.1,Chrysanthemum yellow dwarf virus
GCA_031242965.1,Citrus associated ampelovirus 1
GCA_031242975.1,Citrus associated ampelovirus 2
GCA_021090165.1,Mycoplasma phage MGyu-2021a
GCA_018310655.1,Yersinia phage vB_YpP-YepMm
GCA_031242985.1,Alternaria dianthicola dsRNA virus 1
GCA_031242995.1,Apple virus E
GCA_029885975.1,Grapevine-associated mononega-like virus 3
GCA_018855885.1,Staphylococcus phage WBG8381
GCA_017348745.1,Pseudomonas phage AUS034
GCA_017348755.1,Pseudomonas phage AUS260
GCA_017348765.1,Pseudomonas phage AUS301
GCA_017348775.1,Pseudomonas phage AUS391
GCA_017348785.1,Pseudomonas phage Qaehs
GCA_022401815.1,Clostridioides phage CD2301
GCA_022401825.1,Clostridioides phage phiCD08011
GCA_022401835.1,Clostridioides phage phiCD418
GCA_021870205.1,Clostridium phage phiCp-A
GCA_021870215.1,Clostridium phage phiCp-B
GCA_021870225.1,Clostridium phage phiCp-D
GCA_021870235.1,Clostridium phage vB_CpeS-1181
GCA_018726165.1,Enterococcus phage EFC1
GCA_031243005.1,Deltacoronavirus HNU1-1
GCA_031243015.1,Deltacoronavirus HNU1-2
GCA_031243025.1,Deltacoronavirus HNU3
GCA_031243035.1,Deltacoronavirus HNU2
GCA_016467505.1,Aeromonas phage Ahp1_CNU-2021
GCA_031678475.1,Prunus virus I
GCA_021090745.1,Staphylococcus phage PG-2021_1
GCA_021090795.1,Staphylococcus phage PG-2021_2
GCA_021090895.1,Staphylococcus phage PG-2021_4
GCA_021090905.1,Staphylococcus phage PG-2021_5
GCA_021091015.1,Staphylococcus phage PG-2021_8
GCA_021091055.1,Staphylococcus phage PG-2021_9
GCA_021090665.1,Staphylococcus phage PG-2021_10
GCA_021090675.1,Staphylococcus phage PG-2021_12
GCA_021090685.1,Staphylococcus phage PG-2021_14
GCA_021090695.1,Staphylococcus phage PG-2021_15
GCA_021090705.1,Staphylococcus phage PG-2021_16
GCA_021090715.1,Staphylococcus phage PG-2021_17
GCA_021090725.1,Staphylococcus phage PG-2021_18
GCA_021090735.1,Staphylococcus phage PG-2021_19
GCA_021090755.1,Staphylococcus phage PG-2021_22
GCA_021090765.1,Staphylococcus phage PG-2021_23
GCA_021090775.1,Staphylococcus phage PG-2021_27
GCA_021090785.1,Staphylococcus phage PG-2021_29
GCA_021090805.1,Staphylococcus phage PG-2021_31
GCA_021090815.1,Staphylococcus phage PG-2021_33
GCA_021090825.1,Staphylococcus phage PG-2021_35
GCA_021090835.1,Staphylococcus phage PG-2021_38
GCA_021090845.1,Staphylococcus phage PG-2021_40
GCA_021090855.1,Staphylococcus phage PG-2021_41
GCA_021090865.1,Staphylococcus phage PG-2021_43
GCA_021090875.1,Staphylococcus phage PG-2021_46
GCA_021090885.1,Staphylococcus phage PG-2021_47
GCA_021090915.1,Staphylococcus phage PG-2021_64
GCA_021090925.1,Staphylococcus phage PG-2021_67
GCA_021090935.1,Staphylococcus phage PG-2021_68
GCA_021090945.1,Staphylococcus phage PG-2021_74
GCA_021090955.1,Staphylococcus phage PG-2021_76
GCA_021090965.1,Staphylococcus phage PG-2021_84
GCA_021090975.1,Staphylococcus phage PG-2021_86
GCA_021090985.1,Staphylococcus phage PG-2021_87
GCA_021090995.1,Staphylococcus phage PG-2021_88
GCA_021091005.1,Staphylococcus phage PG-2021_89
GCA_021091025.1,Staphylococcus phage PG-2021_90
GCA_021091035.1,Staphylococcus phage PG-2021_91
GCA_021091045.1,Staphylococcus phage PG-2021_93
GCA_017348795.1,Marinomonas phage MfV
GCA_017348805.1,Pseudomonas phage vB_PstS-pAN
GCA_017654365.1,Escherichia phage vB_EcoM_fHy-Eco03
GCA_022516595.1,Yersinia phage YerA41
GCA_017348815.1,Nocardia phage P3.1
GCA_017348825.1,Nocardia phage P69
GCA_017903875.1,Salmonella phage STWB21
GCA_031243045.1,Citrus virus C
GCA_031243055.1,Matlo bat lyssavirus
GCA_031243065.1,Sarbecovirus RhGB01
GCA_019333635.1,Stx2a-converting phage Stx2_EH0505
GCA_019333645.1,Stx2a-converting phage Stx2_EH1965
GCA_019333655.1,Stx2a-converting phage Stx2_EH0787
GCA_019333665.1,Stx2a-converting phage Stx2_EH0337
GCA_019333675.1,Stx2a-converting phage Stx2_13E027
GCA_019333685.1,Stx2a-converting phage Stx2_PV06-102
GCA_019333695.1,Stx2a-converting phage Stx2_4151
GCA_019333705.1,Stx2a-converting phage Stx2_707
GCA_019333715.1,Stx2a-converting phage Stx2_131033
GCA_019333725.1,Stx2a-converting phage Stx2_3993
GCA_019333735.1,Stx2a-converting phage Stx2_PV12-16
GCA_019333745.1,Stx2a-converting phage Stx2_12E064
GCA_019333755.1,Stx2a-converting phage Stx2_3725
GCA_019333765.1,Stx2a-converting phage Stx2_8243
GCA_019333775.1,Stx2a-converting phage Stx2_481
GCA_019333785.1,Stx2a-converting phage Stx2_5122
GCA_019333795.1,Stx2a-converting phage Stx2_6804
GCA_019333805.1,Stx2a-converting phage Stx2_07Y06
GCA_019333815.1,Stx2a-converting phage Stx2_11Y11
GCA_019333825.1,Stx2a-converting phage Stx2_3350
GCA_019333835.1,Stx2a-converting phage Stx2_PV07-173
GCA_019333845.1,Stx2a-converting phage Stx2_7982
GCA_019333855.1,Stx2a-converting phage Stx2_12849
GCA_019333865.1,Stx2a-converting phage Stx2_12E092
GCA_019333875.1,Stx2a-converting phage Stx2_1603
GCA_019333885.1,Stx2a-converting phage Stx2_3772
GCA_019333895.1,Stx2a-converting phage Stx2_579
GCA_019333905.1,Stx2a-converting phage Stx2_716
GCA_019333915.1,Stx2a-converting phage Stx2_3105
GCA_019333925.1,Stx2a-converting phage Stx2_3417
GCA_019333935.1,Stx2a-converting phage Stx2_12874
GCA_019333945.1,Stx2a-converting phage Stx2_3896
GCA_019333955.1,Stx2a-converting phage Stx2_3418
GCA_019333965.1,Stx2a-converting phage Stx2_453
GCA_019333975.1,Stx2a-converting phage Stx2_463
GCA_019333985.1,Stx2a-converting phage Stx2_11106
GCA_019333995.1,Stx2a-converting phage Stx2_356
GCA_019334005.1,Stx2a-converting phage Stx2_522
GCA_019334015.1,Stx2a-converting phage Stx2_635
GCA_019334025.1,Stx2a-converting phage Stx2_15436
GCA_019334035.1,Stx2a-converting phage Stx2_8048
GCA_019334045.1,Stx2a-converting phage Stx2_PV03-14
GCA_019334055.1,Stx2a-converting phage Stx2_08E027
GCA_019334065.1,Stx2a-converting phage Stx2_10902
GCA_019334075.1,Stx2a-converting phage Stx2_06E050
GCA_019334085.1,Stx2a-converting phage Stx2_2935
GCA_019334095.1,Stx2a-converting phage Stx2_13518
GCA_019334105.1,Stx2a-converting phage Stx2_10E082
GCA_019334115.1,Stx2a-converting phage Stx2_KH16-043
GCA_020496985.1,Enterococcus phage MDA2
GCA_020496995.1,Enterococcus phage MDA1
GCA_020473775.1,Staphylococcus phage B_UFSM3
GCA_018215325.1,Pseudomonas phage phiGM22-3
GCA_017654375.1,Arthrobacter phage Prairie
GCA_017654385.1,Gordonia phage BeeGee
GCA_017654395.1,Gordonia phage Guey18
GCA_017654405.1,Gordonia phage ZiggyZoo
GCA_017654415.1,Microbacterium phage Albright
GCA_017654425.1,Microbacterium phage BabyYoda
GCA_017654435.1,Microbacterium phage Pulchra
GCA_017654445.1,Mycobacterium phage Fefferhead
GCA_017654455.1,Mycobacterium phage Juliette
GCA_017654465.1,Mycobacterium phage TarsusIV
GCA_029885785.1,Pestalotiopsis botourmiavirus 2
GCA_029885795.1,Pestalotiopsis botourmiavirus 3
GCA_031243075.1,Scorpion polyomavirus 1
GCA_031243085.1,Scorpion polyomavirus 2
GCA_031243095.1,Scorpion polyomavirus 3
GCA_023156145.1,Bangali torovirus
GCA_031243105.1,Balambala tick virus
GCA_017654475.1,Escherichia phage NiC89
GCA_020535975.1,Streptococcus phage SG005
GCA_031243115.1,Bovine enterovirus HB19-1
GCA_031243195.1,Bovine enterovirus GX20-1
GCA_031243235.1,Bovine enterovirus JS20-1
GCA_031535365.1,Lichuan virus
GCA_031243245.1,Iflavirus IricIV-3
GCA_031243275.1,Iflavirus HdromIV
GCA_031243325.1,Guinea fowl picornavirus
GCA_031243375.1,Peach-associated virus 2
GCA_031243405.1,Caribbean watersnake bornavirus
GCA_023119535.1,Mexican black-tailed rattlesnake bornavirus
GCA_029885995.1,Wolvfec circovius
GCA_031243455.1,Torque teno mustelid virus 2
GCA_031245925.1,Delphin genomovirus 1
GCA_031245935.1,Delphin genomovirus 2
GCA_031245985.1,Delphin genomovirus 3
GCA_031245995.1,Delphin virus 1
GCA_031246065.1,Delphin virus 2
GCA_031246075.1,Delphin virus 3
GCA_031246105.1,Feline pegivirus JP03-2471
GCA_031246135.1,Feline pegivirus JP03-3208
GCA_031246205.1,Orca polyomavirus
GCA_029888205.1,Bobaya virus
GCA_031246215.1,Rhizoctonia solani hypovirus 4
GCA_023141965.1,Insect mesonivirus 1
GCA_031535395.1,Insect tombusbipa-like virus 1
GCA_031579535.1,Metarhizium brunneum partitivirus 2
GCA_017903885.1,Aeromonas phage PZL-Ah152
GCA_017903895.1,Klebsiella phage vB_KpnP_ZX1
GCA_017903925.1,Klebsiella phage vB_KpnS_ZX4
GCA_017903935.1,Escherichia phage vB_EcoP_ZX5
GCA_017903985.1,Klebsiella phage vB_KpnS_ZX2
GCA_017903995.1,Pseudomonas phage pPa_SNUABM_DT01
GCA_018215335.1,Salmonella phage S9-5
GCA_029885945.1,Marigold mosaic virus
GCA_031579545.1,Marigold cryptic virus
GCA_031246245.1,Batu Kawa virus
GCA_029457715.1,Erwinia phage KEY
GCA_031246275.1,Prosimian retrovirus 1
GCA_018448635.1,Eurybiavirus sp.
GCA_018448665.1,Bellamyvirus sp.
GCA_018448675.1,Thaumasvirus sp.
GCA_018448685.1,Libanvirus sp.
GCA_018448695.1,Kanaloavirus sp.
GCA_024172815.2,Klebsiella phage NAR688
GCA_031246325.1,Fig badnavirus 2
GCA_031767335.1,Olea europaea geminivirus
GCA_031246375.1,Pythium ultimum RNA virus 1
GCA_031246385.1,Pythium ultimum RNA virus 2
GCA_023155655.1,Poaceae Liege virus 1
GCA_023156835.1,Poaceae Liege nepovirus A
GCA_018215345.1,Xanthomonas phage Olaya
GCA_018215355.1,Xanthomonas phage Bolivar
GCA_018215365.1,Xanthomonas phage Usaquen
GCA_018215375.1,Xanthomonas phage Alcala
GCA_018215385.1,Xanthomonas phage Fontebon
GCA_018215395.1,Xanthomonas phage Soumapaz
GCA_031246395.1,Tomato interveinal yellowing virus
GCA_017904045.1,Enterococcus phage vB_EfaS-SRH2
GCA_020492155.1,Pseudomonas phage vB_PaeS_PAJD-1
GCA_024825085.1,Pectobacterium phage POP17
GCA_020473785.1,Aeromonas phage PVN03
GCA_020473795.1,Aeromonas phage PVN04
GCA_020473805.1,Aeromonas phage PVN05
GCA_031246405.1,Sclerotinia sclerotiorum mitovirus 36
GCA_032138015.1,Sclerotinia sclerotiorum narnavirus 1
GCA_032138025.1,Sclerotinia sclerotiorum narnavirus 2
GCA_024749985.1,Sclerotinia sclerotiorum negative-stranded RNA virus 10
GCA_024750005.1,Sclerotinia sclerotiorum negative-stranded RNA virus 11
GCA_031246415.1,Sclerotinia sclerotiorum hypovirulence associated DNA virus 1-WX
GCA_031246425.1,Pandoravirus japonicus
GCA_031851765.1,Black mulberry idaeovirus
GCA_018388945.1,Escherichia phage UAE_MI-01
GCA_020497005.1,Klebsiella phage B1
GCA_020473815.1,Synechococcus phage S-SRP02
GCA_920990075.1,Escherichia phage vB_Eco_Alma
GCA_031246435.1,Fusarium oxysporum mitovirus 1
GCA_031246445.1,Gynaephora ruoergensis nucleopolyhedrovirus
GCA_031246455.1,Henan betaflexivirus 1
GCA_031246465.1,Henan betaflexivirus 6
GCA_031246475.1,Zhejiang betaflexivirus 2
GCA_031246485.1,Beijing sediment betaflexivirus
GCA_031246495.1,Hainan betaflexivirus
GCA_031246505.1,Beijing sediment alphaflexivirus
GCA_031246515.1,Hainan sediment alphaflexivirus 1
GCA_031246525.1,Xinjiang alphaflexivirus 2
GCA_031246535.1,Hubei sediment hepe-like virus 4
GCA_031246545.1,Hubei sediment virgavirus 1
GCA_031246555.1,Hubei sediment virgavirus 2
GCA_031246565.1,Hubei sediment virgavirus 3
GCA_029886065.1,Yunnan mymona-like virus 1
GCA_029886075.1,Xinjiang mymona-like virus 2
GCA_031246575.1,Sichuan betaflexivirus 1
GCA_031246585.1,Xinjiang sediment betaflexivirus 1
GCA_031246595.1,Zhejiang porcine bastro-like virus
GCA_031246605.1,Hubei torovirus
GCA_031246615.1,Guangxi torovirus
GCA_031246625.1,Yunnan virgavirus 3
GCA_031246635.1,Zhejiang orthohepevirus
GCA_031246645.1,Hainan cytorhabdovirus
GCA_031246655.1,Xinjiang nucleorhabdovirus
GCA_031246665.1,Yunnan coronavirus 3
GCA_031678485.1,Sichuan bromovirus
GCA_029888365.1,Xinjiang varicosa-like virus
GCA_031246675.1,Leucosticte brandti pegivirus
GCA_031246695.1,Montifringilla taczanowskii pegivirus
GCA_031246775.1,Passer montanus pegivirus
GCA_031246785.1,Phaiomys leucurus pegivirus
GCA_031551345.1,Fatsia japonica ringspot-associated virus
GCA_018310665.1,Staphylococcus phage vB_StaphS-IVBph354
GCA_031246795.1,Phytophthora condilina RNA virus 1
GCA_031246805.1,Phytophthora condilina RNA virus 2
GCA_031246815.1,Phytophthora condilina negative stranded RNA virus 1
GCA_031246825.1,Phytophthora condilina negative stranded RNA virus 10
GCA_031249355.1,Phytophthora condilina negative stranded RNA virus 11
GCA_031249385.1,Phytophthora condilina negative stranded RNA virus 12
GCA_031249445.1,Phytophthora condilina negative stranded RNA virus 13
GCA_031249505.1,Phytophthora condilina negative stranded RNA virus 2
GCA_031249515.1,Phytophthora condilina negative stranded RNA virus 3
GCA_031249545.1,Phytophthora condilina negative stranded RNA virus 4
GCA_031249615.1,Phytophthora condilina negative stranded RNA virus 5
GCA_031249625.1,Phytophthora condilina negative stranded RNA virus 6
GCA_031249635.1,Phytophthora condilina negative stranded RNA virus 7
GCA_031249705.1,Phytophthora condilina negative stranded RNA virus 8
GCA_031249735.1,Phytophthora condilina negative stranded RNA virus 9
GCA_029888495.1,Yezo virus
GCA_031535425.1,Rhizoctonia solani RNA Virus 11
GCA_031579555.1,Alternaria tenuissima partitivirus 1
GCA_029885915.1,Armillaria mellea ourmia-like virus 1
GCA_029885925.1,Armillaria mellea ourmia-like virus 2
GCA_029885905.1,Armillaria mellea negative strand RNA virus 1
GCA_031249795.1,Armillaria borealis mycovirgavirus 1
GCA_031249805.1,Tomato leaf curl Chuxiong virus
GCA_031249815.1,Citrus yellow spot virus
GCA_031249825.1,Botryosphaeria dothidea mitovirus 2
GCA_031249835.1,Raccoon dog stool-associated smacovirus 1
GCA_031249845.1,Raccoon dog stool-associated smacovirus 2
GCA_031249855.1,Raccoon dog stool-associated smacovirus 3
GCA_031249865.1,Raccoon dog stool-associated smacovirus 4
GCA_031249875.1,Raccoon dog stool-associated smacovirus 5
GCA_031249885.1,Raccoon dog stool-associated smacovirus 6
GCA_031249895.1,Raccoon dog stool-associated gemycircularvirus 1
GCA_031249905.1,Raccoon dog stool-associated gemycircularvirus 2
GCA_031249915.1,Raccoon dog stool-Circo-like_virus
GCA_031249925.1,Raccoon dog stool-associated circular virus
GCA_018215405.1,Shigella phage TB004
GCA_018215415.1,Bacteroides phage GEC_vB_Bfr_VA7
GCA_031249935.1,Jilin luteo-like virus 2
GCA_031249945.1,Jilin partiti-like virus 1
GCA_031249955.1,Alternaria alternata deltaflexivirus 1
GCA_019095235.1,Enterococcus phage vB_EfaM_LG1
GCA_018215425.1,Enterobacter phage IME278
GCA_018215435.1,Pseudomonas phage BUCT566
GCA_018215445.1,Gordonia phage Neobush
GCA_018215455.1,Gordonia phage Sanjuju
GCA_018215465.1,Gordonia phage Trumpet
GCA_018215475.1,Microbacterium phage BarBear
GCA_018215485.1,Microbacterium phage BelmontSKP
GCA_018215495.1,Microbacterium phage Fizzles
GCA_018215505.1,Microbacterium phage SadLad
GCA_018215515.1,Microbacterium phage Stoor
GCA_018215525.1,Mycobacterium phage Akhila
GCA_018215535.1,Mycobacterium phage GlenHope
GCA_018215545.1,Mycobacterium phage Lakes
GCA_018215555.1,Mycobacterium phage Luna22
GCA_018215565.1,Mycobacterium phage Smeagan
GCA_018388955.1,Xanthomonas phage vB_XciM_LucasX
GCA_031249965.1,Conidiobolus heterosporus totivirus 1
GCA_031249975.1,Tea-oil camellia-associated totivirus 1
GCA_018215575.1,Nocardia phage KYD2
GCA_018215585.1,Escherichia phage vB_EcoM_SYGD1
GCA_018215595.1,Escherichia phage vB_EcoM_SYGMH1
GCA_018215605.1,Escherichia phage vB_EcoP_SYGE1
GCA_031535455.1,Botryosphaeria dothidea bipartite mycovirus 1
GCA_031249985.1,Colletotrichum higginsianum ssRNA virus 1
GCA_031249995.1,Indomegoura indica nege-like virus 1
GCA_021554635.1,Escherichia phage FS2B
GCA_031250005.1,Goose pegivirus 1
GCA_031250015.1,Goose pegivirus 2
GCA_031250025.1,Olive virus T
GCA_029888635.1,Hardyhead chuvirus
GCA_032138035.1,Sclerotinia sclerotiorum narnavirus 3
GCA_032137895.1,Sclerotinia sclerotiorum narnavirus 4
GCA_031250035.1,Morchella esculenta fusarivirus 1
GCA_031250045.1,Morchella esculenta fusarivirus 2
GCA_031250055.1,Torque teno arctocephalus australis virus
GCA_018726175.1,Klebsiella phage Shaphc-TDM-1124-4
GCA_018726185.1,Cronobacter phage JC03
GCA_018726195.1,Salmonella phage PSDA-2
GCA_018726205.1,Hafnia phage Pocis76
GCA_018726215.1,Escherichia phage vB_EcoM-ZQ1
GCA_018535375.1,Vibrio phage vB_ValP_VA-RY-3
GCA_018535385.1,Salmonella phage JD01
GCA_018388965.1,Lactococcus phage Nocturne116
GCA_018612625.1,Escherichia phage P762
GCA_031250085.1,Albatrellopsis flettii mitovirus 1
GCA_031250135.1,Caloscypha fulgens fusagravirus 1
GCA_031579565.1,Leucocybe candicans partitivirus 1
GCA_031250165.1,Hygrophorus penarioides endornavirus 1
GCA_031250195.1,Soybean yellow dwarf-associated geminivirus
GCA_031250245.1,Polygonatum kingianum yellow leafroll virus
GCA_916510435.1,Escherichia phage vB_Eco_Sip
GCA_018403875.1,Escherichia phage vB_EcoP_DE5
GCA_020405405.1,Klebsiella phage RAD2
