GCA_004327225.1,Pseudomonas sp. FRB 230
GCA_017351585.1,Pseudomonas sp. FW301-21D1A
GCA_017351655.1,Pseudomonas sp. FW300-N2F2
GCA_017351665.1,Pseudomonas sp. FW300-N2E3
GCA_017351695.1,Pseudomonas sp. FW300-N2E2
GCA_017351715.1,Pseudomonas sp. FW300-N2C3
GCA_017351735.1,Pseudomonas sp. FW300-N2A2
GCA_017351775.1,Pseudomonas sp. FW300-N1B4
GCA_017351905.1,Pseudomonas sp. DP16D-T1
GCA_017301615.1,Koleobacter methoxysyntrophicus
GCA_018617035.1,Exiguobacterium sp. s140
GCA_018617075.1,Exiguobacterium sp. s123
GCA_018617125.1,Exiguobacterium sp. s181
GCA_018617135.1,Exiguobacterium sp. s163
GCA_018617115.1,Exiguobacterium sp. s155
GCA_018617095.1,Exiguobacterium sp. s83
GCA_018617145.1,Exiguobacterium sp. s75
GCA_018617215.1,Exiguobacterium sp. s196
GCA_018617195.1,Exiguobacterium sp. s195
GCA_018617255.1,Exiguobacterium sp. s43
GCA_018617235.1,Exiguobacterium sp. s132
GCA_018617245.1,Exiguobacterium sp. s121
GCA_018617345.1,Exiguobacterium sp. s131
GCA_018617315.1,Exiguobacterium sp. s154
GCA_018617375.1,Exiguobacterium sp. s162
GCA_018617385.1,Exiguobacterium sp. s37
GCA_018617335.1,Exiguobacterium sp. s63
GCA_018617395.1,Exiguobacterium sp. s48
GCA_018617455.1,Exiguobacterium sp. s22
GCA_018617435.1,Exiguobacterium sp. s34
GCA_018617515.1,Exiguobacterium sp. EHD646
GCA_018617475.1,Exiguobacterium sp. s59
GCA_018617485.1,Exiguobacterium sp. s124
GCA_018617535.1,Exiguobacterium sp. s35
GCA_018617555.1,Exiguobacterium sp. EBG647
GCA_018617575.1,Exiguobacterium sp. s160
GCA_018617585.1,Exiguobacterium sp. s129
GCA_018617615.1,Exiguobacterium sp. s189
GCA_018617655.1,Exiguobacterium sp. s183
GCA_018617635.1,Exiguobacterium sp. CH10
GCA_018617675.1,Exiguobacterium sp. s67
GCA_018617715.1,Exiguobacterium sp. s13
GCA_018617685.1,Exiguobacterium sp. s57
GCA_018617735.1,Exiguobacterium sp. s89
GCA_018617785.1,Exiguobacterium sp. s38
GCA_018617755.1,Exiguobacterium sp. s139
GCA_018617775.1,Exiguobacterium sp. ERU653
GCA_018617815.1,Exiguobacterium sp. s73
GCA_018617835.1,Exiguobacterium sp. s101
GCA_018617855.1,Exiguobacterium qingdaonense
GCA_018617875.1,Exiguobacterium algae
GCA_018617895.1,Exiguobacterium sp. s52
GCA_018617935.1,Exiguobacterium sp. s4
GCA_018617905.1,Exiguobacterium sp. s40
GCA_018617955.1,Exiguobacterium sp. E.TIA.1
GCA_018617985.1,Exiguobacterium sp. s55
GCA_018617975.1,Exiguobacterium sp. s21
GCA_018618015.1,Exiguobacterium sp. s69
GCA_018618035.1,Exiguobacterium sp. s64
GCA_018618055.1,Exiguobacterium sp. s18
GCA_018618085.1,Exiguobacterium sp. s141
GCA_018618075.1,Exiguobacterium sp. s5
GCA_018618135.1,Exiguobacterium sp. s28
GCA_018618115.1,Exiguobacterium sp. s16
GCA_018618155.1,Exiguobacterium sp. s6
GCA_018618195.1,Exiguobacterium sp. s7
GCA_018618175.1,Exiguobacterium sp. s50
GCA_018618205.1,Exiguobacterium sp. s157
GCA_018618255.1,Exiguobacterium sp. s56
GCA_018618235.1,Exiguobacterium sp. s26
GCA_018618275.1,Exiguobacterium sp. s194
GCA_018618295.1,Exiguobacterium sp. s151
GCA_018618315.1,Exiguobacterium sp. s70
GCA_018618345.1,Exiguobacterium sp. s36
GCA_018618335.1,Exiguobacterium sp. s152
GCA_018618375.1,Exiguobacterium sp. E4787
GCA_018618395.1,Exiguobacterium sp. s149
GCA_018618415.1,Exiguobacterium sp. s146
GCA_018618455.1,Exiguobacterium sp. s142
GCA_018618435.1,Exiguobacterium sp. s150
GCA_018618475.1,Exiguobacterium sp. s122
GCA_018618485.1,Exiguobacterium sp. s104
GCA_018618505.1,Exiguobacterium sp. s100
GCA_018618535.1,Exiguobacterium sp. ERU656
GCA_018618555.1,Exiguobacterium sp. s81
GCA_018618605.1,Exiguobacterium sp. s125
GCA_018618575.1,Exiguobacterium sp. s105
GCA_018618595.1,Exiguobacterium sp. s133
GCA_018618635.1,Exiguobacterium sp. s102
GCA_018618655.1,Exiguobacterium sp. s95
GCA_018618695.1,Exiguobacterium sp. s127
GCA_018618725.1,Exiguobacterium sp. s80
GCA_018618705.1,Exiguobacterium sp. H66
GCA_018618755.1,Exiguobacterium sp. s193
GCA_018618795.1,Exiguobacterium sp. s192
GCA_018618815.1,Exiguobacterium sp. s128
GCA_018618855.1,Exiguobacterium sp. s166
GCA_018618835.1,Exiguobacterium sp. s145
GCA_018618775.1,Exiguobacterium sp. s138
GCA_018618895.1,Exiguobacterium sp. s143
GCA_018618875.1,Exiguobacterium sp. s46
GCA_018618915.1,Exiguobacterium sp. s91
GCA_018618925.1,Exiguobacterium sp. s39
GCA_018618985.1,Exiguobacterium sp. s78
GCA_018618955.1,Exiguobacterium sp. s191
GCA_018618975.1,Exiguobacterium sp. s144
GCA_018619035.1,Exiguobacterium sp. s168
GCA_018619015.1,Exiguobacterium sp. s11
GCA_018616055.1,Exiguobacterium sp. E.VS.2
GCA_018619045.1,Exiguobacterium sp. s161
GCA_018619055.1,Exiguobacterium sp. s130
GCA_013423905.1,Streptomyces sp. NEAU-sy36
GCA_013416555.1,Sphingomonas sp. R-74633
GCA_020830965.2,Neisseriaceae bacterium TC5R-5
GCA_015712225.1,Burkholderia sp. 9775_39
GCA_015712215.1,Burkholderia sp. 9779_493
GCA_015712265.1,Burkholderia sp. 9777_1386
GCA_015712205.1,Burkholderia sp. 9773_38
GCA_903986925.1,Vibrio sp. B1REV9
GCA_903986855.1,Vibrio sp. B1FLJ16
GCA_903986875.1,Vibrio sp. B1FIG11
GCA_905175355.2,Vibrio sp. B1ASS3
GCA_014217855.1,Synechococcus sp. HK01-R
GCA_014217875.1,Synechococcus sp. LTW-R
GCA_015097275.1,Coprobacter secundus subsp. similis
GCA_016100885.1,Lactobacillus sp. M0398
GCA_016100975.1,Lactobacillus sp. W8174
GCA_016100935.1,Lactobacillus sp. W8173
GCA_016100925.1,Lactobacillus sp. W8093
GCA_016100965.1,Lactobacillus sp. W8090
GCA_016100985.1,Lactobacillus sp. W8089
GCA_016101025.1,Lactobacillus sp. W8088
GCA_016101045.1,Lactobacillus sp. W8087
GCA_016101075.1,Lactobacillus sp. W8086
GCA_016101055.1,Lactobacillus sp. W8085
GCA_016101265.1,Lactobacillus sp. M0403
GCA_016101625.1,Lactobacillus sp. M0396
GCA_016102025.1,Lactobacillus sp. M0393
GCA_016102045.1,Lactobacillus sp. M0392
GCA_016102065.1,Lactobacillus sp. W8171
GCA_016102085.1,Lactobacillus sp. M0390
GCA_016102055.1,Lactobacillus sp. W8172
GCA_016102125.1,Lactobacillus sp. W8092
GCA_016100325.1,Commensalibacter sp. W8163
GCA_016100335.1,Bartonella sp. W8167
GCA_016100385.1,Bartonella sp. W8151
GCA_016100435.1,Snodgrassella sp. W8158
GCA_016100445.1,Bifidobacterium sp. M0307
GCA_016100455.1,Bartonella sp. M0283
GCA_016100485.1,Snodgrassella sp. W6238H14
GCA_016100525.1,Snodgrassella sp. W6238H11
GCA_016100575.1,Snodgrassella sp. M0351
GCA_016100565.1,Gilliamella sp. M0364
GCA_016100545.1,Gilliamella sp. W8128
GCA_016100595.1,Bifidobacterium sp. M0399
GCA_016100645.1,Bifidobacterium sp. M0353
GCA_016100655.1,Bifidobacterium sp. W8107
GCA_016100765.1,Bifidobacterium sp. W8105
GCA_016100735.1,Bifidobacterium sp. W8104
GCA_016100775.1,Bifidobacterium sp. W8103
GCA_016100785.1,Bifidobacterium sp. W8120
GCA_007559275.1,Bifidobacterium apousia
GCA_002007565.1,Bartonella choladocola
GCA_016100865.1,Snodgrassella sp. W8132
GCA_016100875.1,Snodgrassella sp. W8124
GCA_016101085.1,Gilliamella sp. W8123
GCA_016101125.1,Gilliamella sp. W8129
GCA_016101145.1,Gilliamella sp. W8145
GCA_016101165.1,Bifidobacterium sp. W8114
GCA_016101245.1,Snodgrassella sp. W8134
GCA_016101225.1,Snodgrassella sp. W8135
GCA_016101275.1,Lactobacillus sp. M0345
GCA_016101285.1,Gilliamella sp. W8136
GCA_016101315.1,Commensalibacter sp. W6292M3
GCA_016101405.1,Commensalibacter sp. M0357
GCA_016101365.1,Commensalibacter sp. M0355
GCA_016101415.1,Bifidobacterium sp. M0404
GCA_016101375.1,Bifidobacterium sp. W8110
GCA_016101425.1,Bifidobacterium sp. W8112
GCA_016101465.1,Snodgrassella sp. M0110
GCA_016101495.1,Snodgrassella sp. M0112
GCA_016101535.1,Snodgrassella sp. M0118
GCA_016101485.1,Commensalibacter sp. M0133
GCA_016101565.1,Commensalibacter sp. M0134
GCA_007559155.1,Bifidobacterium polysaccharolyticum
GCA_016101635.1,Gilliamella sp. M0320
GCA_016101655.1,Gilliamella sp. B14384H2
GCA_016101705.1,Gilliamella sp. B14384G13
GCA_016101685.1,Gilliamella sp. B14384G10
GCA_016101735.1,Gilliamella sp. B14384G7
GCA_016101715.1,Gilliamella sp. B14448G12
GCA_016101765.1,Gilliamella sp. B14448G11
GCA_016101785.1,Gilliamella sp. B14448G7
GCA_016101805.1,Gilliamella sp. B14384G15
GCA_016101825.1,Gilliamella sp. B14384G12
GCA_016101815.1,Commensalibacter sp. B14384M3
GCA_016101865.1,Commensalibacter sp. B14384M2
GCA_016101885.1,Commensalibacter sp. W8133
GCA_016101925.1,Commensalibacter sp. M0268
GCA_016101965.1,Commensalibacter sp. M0265
GCA_016101935.1,Commensalibacter sp. M0267
GCA_016101905.1,Commensalibacter sp. M0270
GCA_016101975.1,Commensalibacter sp. M0266
GCA_016102005.1,Bifidobacterium choladohabitans
GCA_016102185.1,Gilliamella sp. W8126
GCA_016102235.1,Bifidobacterium sp. W8108
GCA_016102285.1,Bartonella sp. M0177
GCA_016102335.1,Bartonella sp. M0193
GCA_016102305.1,Bartonella sp. M0192
GCA_016102355.1,Bartonella sp. M0191
GCA_016102435.1,Bartonella sp. P0291
GCA_016102425.1,Bartonella sp. M0176
GCA_016102485.1,Bartonella sp. W8122
GCA_002007485.1,Bartonella apihabitans
GCA_016102505.1,Bartonella sp. B10834G3
GCA_018982965.1,Streptomyces sp. A108
GCA_013449725.1,Mycobacteroides sp. LB1
GCA_019175365.1,Actinomadura graeca
GCA_013415305.1,Pantoea sp. WMus005
GCA_029287275.1,Pontiella desulfatans
GCA_900890705.1,Pontiella sulfatireligans
GCA_903989465.1,Xanthomonas sp. CPBF 426
GCA_904063055.1,Pseudomonas paracarnis
GCA_032100585.1,Pseudomonas paraversuta
GCA_013414345.1,Microcella indica
GCA_016208305.1,Oscillatoriophycideae cyanobacterium NC_groundwater_1537_Pr4_S-0.65um_50_18
GCA_009915765.1,Pannonibacter sp. XCT-53
GCA_009915685.1,Pannonibacter sp. XCT-34
GCA_016208535.1,Candidatus Terrybacteria bacterium
GCA_016181595.1,Candidatus Sungbacteria bacterium
GCA_016177905.1,Candidatus Spechtbacteria bacterium
GCA_016187675.1,Candidatus Niyogibacteria bacterium
GCA_027330905.1,Candidatus Lloydbacteria bacterium
GCA_016208005.1,Candidatus Lindowbacteria bacterium
GCA_016183325.1,Candidatus Curtissbacteria bacterium
GCA_016176505.1,Candidatus Colwellbacteria bacterium
GCA_016176555.1,Candidatus Chisholmbacteria bacterium
GCA_016198405.1,Candidatus Brennerbacteria bacterium
GCA_016207805.1,Candidatus Abawacabacteria bacterium
GCA_014495705.1,Streptomyces sp. CB00271
GCA_020295325.1,Pseudomonas sp. Y24-6
GCA_020544305.1,Staphylococcus taiwanensis
GCA_013414305.1,Streptomyces sp. Rer75
GCA_016861355.2,Pseudomonas sp. RtIB026
GCA_018107685.1,Coxiella endosymbiont of Amblyomma nuttalli
GCA_019278425.1,Winogradskyella sp. HaHa_3_26
GCA_019278585.1,Cellulophaga sp. HaHa_2_1
GCA_019455385.1,Bradyrhizobium sp. BR 10289
GCA_019455395.1,Bradyrhizobium sp. BR 10261
GCA_021183645.1,Nocardia gipuzkoensis
GCA_015863265.1,Facklamia lactis
GCA_020112395.1,Aerococcaceae bacterium DSM 111021
GCA_015863185.1,Aerococcaceae bacterium DSM 111020
GCA_015863195.1,Aerococcaceae bacterium DSM 111022
GCA_015863215.1,Aerococcaceae bacterium DSM 111176
GCA_006770285.1,Lactococcus paracarnosus
GCA_006770265.1,Lactococcus carnosus
GCA_017656075.1,Rhodococcus sp. ZPP
GCA_013694245.2,Micromonospora ferruginea
GCA_013591995.1,Rhizobium sp. WYCCWR 11146
GCA_013416305.1,Rhizobium sp. WYCCWR 11128
GCA_013415365.1,Gemella sp. GL1
GCA_013415425.1,Gemella sp. GH3
GCA_013401435.1,Streptomyces sp. BR123
GCA_013391405.1,Staphylococcus sp. GSSP0090
GCA_019352175.1,Paenibacillus sp. S150
GCA_027557635.1,Lysinibacillus sp. JK80
GCA_022368695.1,Pseudomonas sp. Y5-11
GCA_023651955.1,Pseudomonas sp. Y39-6
GCA_013391585.1,Acinetobacter sp. SwsAc7
GCA_013391565.1,Acinetobacter sp. SwsAc6
GCA_013391485.1,Acinetobacter sp. SwsAc5
GCA_013391535.1,Acinetobacter sp. SwsAc4
GCA_013391495.1,Acinetobacter sp. SwsAc3
GCA_013870595.1,Streptomyces sp. WELS2
GCA_013870525.1,Amycolatopsis pittospori
GCA_024181665.1,Treponema sp. B152
GCA_013391465.1,Acinetobacter sp. SwsAc2
GCA_015472005.1,Insulibacter thermoxylanivorax
GCA_021532275.1,Brevibacterium sp. UCMA 11754
GCA_013870605.1,Microbispora clausenae
GCA_015354615.1,Aliidiomarina indica
GCA_013870495.1,Streptomyces shenzhenensis subsp. oryzicola
GCA_013390985.1,Acinetobacter sp. Swhac1
GCA_014323565.1,Hyphobacterium sp. CCMP332
GCA_013391025.1,Enterobacter sp. SECR19-1250
GCA_013390685.2,Enterobacter sp. SECR18-0236
GCA_014263395.1,Halomonas sp. SH5A2
GCA_019976195.1,Streptomyces sp. L06
GCA_013449375.1,Pectobacterium sp. CFBP8739
GCA_020786625.1,Salinicoccus sp. RF5
GCA_013401535.1,Streptomyces sp. CB04723
GCA_018491735.2,Wolbachia endosymbiont of Anopheles demeilloni
GCA_013752535.1,Bdellovibrio sp. KM01
GCA_013433285.1,Streptomyces gossypiisoli
GCA_013401555.1,Paenibacillus sp. E222
GCA_014049385.1,Ruoffia halotolerans
GCA_016106005.1,Roseomonas rosulenta
GCA_016106015.1,Roseomonas rubea
GCA_014698965.1,Iningainema tapete BLCC-T55
GCA_017493175.3,Bradyrhizobium quebecense
GCA_019508135.1,Geodermatophilales bacterium
GCA_019510485.1,Catenulisporales bacterium
GCA_013421635.1,Streptomyces sp. UH6
GCA_013387495.1,Streptomyces sp. PKU-EA00015
GCA_024648745.1,Sodalis sp. Psp
GCA_024648725.1,Sodalis sp. Ppy
GCA_017982655.1,Brasilonema sp. CT11
GCA_013416675.1,Salinispora sp. H7-4
GCA_013389455.1,Flavobacterium inviolabile
GCA_013389595.1,Flavobacterium sp. I3-2
GCA_013391475.1,Oceaniferula marina
GCA_013394785.1,Capnocytophaga sp. oral taxon 903
GCA_013394735.1,Capnocytophaga sp. oral taxon 902
GCA_013377905.1,Hymenobacter terrestris
GCA_017315345.1,Streptococcus vaginalis
GCA_024701455.1,Bacillus sp. A301a_S52
GCA_021729545.1,Bacillus sp. A116_S68
GCA_013394875.1,Peptostreptococcaceae bacterium oral taxon 081
GCA_011044155.1,Pikeienuella piscinae
GCA_013395055.1,Pseudomonas sp. ABC1
GCA_013390595.1,Rhizobium sp. RM
GCA_013391415.1,Aquitalea sp. LB_tupeE
GCA_020075515.1,Bacillus sp. KS1
GCA_016292775.1,Paludibacteraceae bacterium
GCA_013391695.1,Thiomicrorhabdus cannonii
GCA_013391765.2,Thiomicrorhabdus heinhorstiae
GCA_018603515.1,Zobellia barbeyronii
GCA_015272165.1,Cyanobacterium sp. T60_A2020_053
GCA_015272155.1,Leptolyngbyaceae cyanobacterium T60_A2020_046
GCA_015295825.1,Thermosynechococcus sp. M98_K2018_005
GCA_015295885.1,Leptolyngbyaceae cyanobacterium M65_K2018_010
GCA_015295915.1,Thermosynechococcus sp. M55_K2018_012
GCA_015295965.1,Thermoleptolyngbya sp. M55_K2018_002
GCA_015296025.1,Thermosynechococcus sp. M46_R2017_013
GCA_015296045.1,Thermosynechococcus sp. M3746_W2019_013
GCA_015296075.1,Leptolyngbyaceae cyanobacterium M33_DOE_097
GCA_015296085.1,Trichormus sp. M33_DOE_039
GCA_015272405.1,Hydrococcus sp. C42_A2020_068
GCA_015272465.1,Gloeomargaritaceae cyanobacterium C42_A2020_066
GCA_015272455.1,Thermoleptolyngbya sp. C42_A2020_037
GCA_015272495.1,Elainella sp. C42_A2020_010
GCA_014595945.1,Alkalibacillus aidingensis
GCA_014890535.1,Streptomyces sp. DASNCL-427
GCA_013377785.1,Ruegeria haliotis
GCA_013375955.1,Enterobacter sp. DSM 30060
GCA_016894445.1,Dyadobacter sandarakinus
GCA_014980265.1,Cryobacterium sp. BB736
GCA_014930405.1,Streptomyces caniscabiei
GCA_027571385.1,Shewanella sp. MTB7
GCA_030694965.1,Candidatus Paracaedibacteraceae bacterium
GCA_904424815.1,Puniceicoccaceae bacterium Marseille-Q1082
GCA_030324345.1,Empedobacter sp. R750
GCA_030324375.1,Empedobacter sp. R132-2
GCA_030324485.1,Myroides sp. R163-1
GCA_030324525.1,Myroides sp. 1372
GCA_030324495.1,Myroides sp. 1354
GCA_030325485.1,Acinetobacter sp. R933-2
GCA_030325625.1,Sphingobacterium sp. N143
GCA_030326445.1,Myroides sp. DF42-4-2
GCA_030328185.1,Empedobacter sp. 225-1
GCA_030328205.1,Empedobacter sp. 189-2
GCA_030328985.1,Pseudomonas sp. 165
GCA_030329285.1,Acinetobacter sp. 256-1
GCA_030329305.1,Acinetobacter sp. 251-1
GCA_030329335.1,Acinetobacter sp. 226-4
GCA_030329325.1,Acinetobacter sp. 226-1
GCA_013378445.1,Rhizobium rhizolycopersici
GCA_024748575.1,Sodalis sp. Fle
GCA_024748555.1,Sodalis sp. Fse
GCA_024748595.1,Sodalis sp. Ffu
GCA_021432765.1,Pseudomonas phenolilytica
GCA_018219415.1,Moritella sp. 36
GCA_018219435.1,Moritella sp. 28
GCA_018219455.1,Moritella sp. 5
GCA_018219155.1,Moritella sp. 24
GCA_023278045.1,Flavobacterium sp. K5-23
GCA_013373675.1,Bacteroides sp. L10-4
GCA_014109805.1,Legionella sp. PC1000
GCA_013375035.1,Spirosoma sp. KUDC1026
GCA_021532235.1,Brevibacterium sp. UCMA 11752
GCA_015354585.1,Ochrobactrum sp. CNPMS2088
GCA_015354575.1,Pseudomonas sp. UFMG81
GCA_015354505.1,Microbacterium sp. UFMG61
GCA_013372745.1,Janthinobacterium sp. BJB401
GCA_015534735.1,Salmonella sp. SJTUF14178
GCA_015534755.1,Salmonella sp. SJTUF14170
GCA_015534775.1,Salmonella sp. SJTUF14154
GCA_015534795.1,Salmonella sp. SJTUF14152
GCA_015534815.1,Salmonella sp. SJTUF14146
GCA_015534835.1,Salmonella sp. SJTUF14076
GCA_015903925.1,Fictibacillus sp. 23RED33
GCA_015903875.1,Fictibacillus sp. 7GRE50
GCA_015903845.1,Fictibacillus sp. 26RED30
GCA_015903895.1,Fictibacillus sp. 5RED26
GCA_015903855.1,Fictibacillus sp. 18YEL24
GCA_020984885.1,Deinococcus sp. 14RED07
GCA_020984865.1,Deinococcus sp. 6GRE01
GCA_020984835.1,Deinococcus sp. 12RED42
GCA_020984805.1,Deinococcus sp. 23YEL01
GCA_020984815.1,Deinococcus sp. 6YEL10
GCA_014042165.1,Moheibacter lacus
GCA_014236685.1,Candidatus Petromonas tenebris
GCA_011040475.1,Rhodobacteraceae bacterium SC52
GCA_013366255.1,Pseudoalteromonas sp. McH1-7
GCA_019278445.1,Tenacibaculum sp. AHE15PA
GCA_019278465.1,Tenacibaculum sp. AHE14PA
GCA_019278485.1,Polaribacter sp. R2A056_3_33
GCA_019278505.1,Polaribacter sp. AHE13PA
GCA_019278525.1,Polaribacter sp. HaHaR_3_91
GCA_019278545.1,Olleya sp. HaHaR_3_96
GCA_019278565.1,Cellulophaga sp. HaHa_2_95
GCA_014268205.2,Pseudomonas sp. OE 28.3
GCA_014268275.3,Pseudomonas tritici
GCA_014268285.2,Pseudomonas sp. SWRI144
GCA_014268375.2,Pseudomonas salmasensis
GCA_014268395.2,Pseudomonas sp. SWRI22
GCA_028657015.1,Pseudomonas shahriarae
GCA_014268445.2,Pseudomonas tensinigenes
GCA_014268485.2,Pseudomonas zeae
GCA_014268495.2,Pseudomonas monsensis
GCA_014268505.2,Pseudomonas khorasanensis
GCA_014268555.1,Pseudomonas sp. SWRI111
GCA_014270125.1,Pseudomonas sp. SWRI99
GCA_014268545.1,Pseudomonas sp. SWRI81
GCA_014268595.2,Pseudomonas hamedanensis
GCA_014268585.2,Pseudomonas iranensis
GCA_014268615.1,Pseudomonas tehranensis
GCA_014268645.1,Pseudomonas sp. SWRI154
GCA_014268655.2,Pseudomonas marvdashtae
GCA_014268685.1,Pseudomonas sp. SWRI92
GCA_014268695.2,Pseudomonas zarinae
GCA_014268705.1,Pseudomonas sp. SWRI179
GCA_014268745.2,Pseudomonas zanjanensis
GCA_014268755.2,Pseudomonas vanderleydeniana
GCA_014268785.2,Pseudomonas shirazensis
GCA_014268815.2,Pseudomonas urmiensis
GCA_014268805.2,Pseudomonas farsensis
GCA_014268825.1,Pseudomonas sp. SWRI51
GCA_014268885.2,Pseudomonas xantholysinigenes
GCA_014268865.1,Pseudomonas sp. BW16M2
GCA_025599755.1,Pseudomonas peradeniyensis
GCA_014269115.1,Pseudomonas sp. SWRI59
GCA_014269165.1,Pseudomonas sp. SWRI68
GCA_014269105.1,Pseudomonas sp. SWRI77
GCA_014269095.1,Pseudomonas sp. SWRI50
GCA_014269235.1,Pseudomonas sp. SWRI67
GCA_029215585.1,Pseudomonas kermanshahensis
GCA_013372625.1,Actinomadura sp. BRA 177
GCA_013372615.1,Myxococcus sp. AM001
GCA_013372595.1,Myxococcus sp. AM011
GCA_013367775.1,Microbulbifer sp. YPW1
GCA_014217835.1,Metabacillus sp. KUDC1714
GCA_014075995.1,Adhaeribacter radiodurans
GCA_018736145.1,Amycolatopsis sp. CA-230715
GCA_013372585.1,Myxococcus sp. AM010
GCA_013372605.1,Myxococcus sp. AM009
GCA_013369445.1,Duganella sp. BJB1802
GCA_011751985.1,Actinomyces respiraculi
GCA_014595975.1,Sphingopyxis sp. LK2115
GCA_021299995.1,Candidatus Jidaibacter sp.
GCA_903914075.1,Ruegeria sp. THAF57
GCA_013002835.1,Pseudomonas sp. GC01
GCA_016756635.1,Mesorhizobium sp. L-8-10
GCA_016756615.1,Mesorhizobium sp. L-8-3
GCA_016756595.1,Mesorhizobium sp. L-2-11
GCA_016756575.1,Mesorhizobium sp. 131-3-5
GCA_016756555.1,Mesorhizobium sp. 131-2-5
GCA_016756535.1,Mesorhizobium sp. 131-2-1
GCA_016756515.1,Mesorhizobium sp. 113-3-9
GCA_016756495.1,Mesorhizobium sp. 113-3-3
GCA_016756475.1,Mesorhizobium sp. 113-1-2
GCA_016469335.1,Flocculibacter collagenilyticus
GCA_024701375.2,Streptomyces sp. KMM 9044
GCA_013370205.1,Actirhodobacter atriluteus
GCA_013369485.1,Massilia sp. BJB1822
GCA_021401245.1,Pseudacidovorax sp. NFM-22
GCA_021401165.1,Xanthobacter sp. R2A-8
GCA_021401125.1,Xanthobacter sp. NM-59
GCA_021401105.1,Xanthobacter sp. NM-44
GCA_022138605.1,Xanthobacter sp. NM-25
GCA_021401185.1,Xanthobacter sp. NFM-97
GCA_021401225.1,Xanthobacter sp. NFM-89
GCA_021401255.1,Xanthobacter sp. NFM-59
GCA_022138625.1,Xanthobacter sp. NFM-26
GCA_021401295.1,Xanthobacter sp. NFH-94
GCA_021401325.1,Xanthobacter sp. NFH-6
GCA_021401365.1,Xanthobacter sp. NFH-44
GCA_021401285.1,Sphingopyxis sp. NFH-91
GCA_021401195.1,Shinella sp. NM-101
GCA_021401395.1,Rhodobacterales bacterium NFH-58
GCA_021401375.1,Microbacterium sp. NFH-22A-Y
GCA_021401345.1,Hydrogenophaga sp. NFH-34
GCA_021401085.1,Chryseobacterium sp. R2A-55
GCA_021401135.1,Azonexus sp. R2A61
GCA_013359945.1,Paenibacillus agri
GCA_030731725.1,Congregibacter sp.
GCA_013911995.1,Euryhalocaulis sp.
GCA_903970865.1,Bacillus sp. ME78
GCA_903970885.1,Bacillus sp. ME75
GCA_903971075.1,Pseudomonas sp. ME63
GCA_903970925.1,Serratia sp. ME47
GCA_903970975.1,Serratia sp. ME43
GCA_903970935.1,Bacillus sp. ME40
GCA_903970945.1,Curtobacterium sp. ME26
GCA_903970855.1,Curtobacterium sp. ME12
GCA_903970965.1,Aureimonas sp. ME7
GCA_903971065.1,Bacillus sp. ME5
GCA_905250085.1,Candidatus Methylacidithermus pantelleriae
GCA_014145235.1,Rhodoferax jenense
GCA_011044175.1,Rasiella rasia
GCA_013336095.1,Nostocales cyanobacterium W4_Combined_metabat2_030
GCA_013371495.1,Altererythrobacter lutimaris
GCA_014596725.1,Vibrio sp. Y2-5
GCA_013357945.1,Prosthecochloris ethylica
GCA_013363935.1,Pseudomonas sp. 43A
GCA_903970985.1,Pantoea sp. ME81
GCA_015097055.1,Effusibacillus dendaii
GCA_013350085.1,Pseudoalteromonas sp. 0802
GCA_013349995.1,Pseudoalteromonas sp. 0303
GCA_013349985.1,Pseudoalteromonas sp. 2103
GCA_013350045.1,Pseudoalteromonas sp. 2102
GCA_013349945.1,Pseudoalteromonas sp. 1701
GCA_013350005.1,Methylocystis silviterrae
GCA_006861675.1,Peptacetobacter hominis
GCA_013374795.1,Acinetobacter sp. NEB 394
GCA_013375555.1,Sphingobium sp. EM0848
GCA_016106025.1,Methylococcus sp. BF19-07
GCA_013401995.1,Flavobacterium agri
GCA_963527095.1,Comamonas antarctica
GCA_013415485.1,Rhabdonatronobacter sediminivivens
GCA_009380165.1,Rugamonas rivuli
GCA_009380215.1,Rugamonas aquatica
GCA_016495865.1,Salicibibacter cibi
GCA_016495725.1,Salicibibacter cibarius
GCA_013371425.1,Anaerococcus faecalis
GCA_020320405.1,Thalassolituus sp. ST750PaO-4
GCA_013366375.1,Schlegelella koreensis
GCA_013359925.1,Enterobacteriaceae bacterium BIT-l23
GCA_025345565.1,Thalassolituus hydrocarboniclasticus
GCA_013317255.1,Blautia sp. MSK.21.1
GCA_017869285.1,Wolbachia endosymbiont of Wiebesia pumilae
GCA_016031645.1,Wolbachia endosymbiont of Kradibia gibbosae
GCA_013299185.1,Microcoleus sp. bin48.metabat.b7b8b9.023
GCA_013299165.1,Microcoleus sp. bin38.metabat.b11b12b14.051
GCA_013371465.1,Ensifer oleiphilus
GCA_021295315.1,Motilimonas cestriensis
GCA_022539405.1,Natranaerofaba carboxydovora
GCA_014101165.1,Citrobacter sp. RHBSTW-01065
GCA_014103035.1,Enterobacter sp. RHBSTW-01064
GCA_013781945.1,Citrobacter sp. RHBSTW-01044
GCA_013781985.1,Citrobacter sp. RHBSTW-01013
GCA_013782625.1,Enterobacter sp. RHBSTW-00994
GCA_013783065.1,Citrobacter sp. RHBSTW-00986
GCA_013724425.1,Citrobacter sp. RHBSTW-00976
GCA_013615235.1,Enterobacter sp. RHBSTW-00975
GCA_014101175.1,Enterobacter sp. RHBSTW-00974
