GCA_900327555.1,Cowpox virus
GCA_001926635.1,Zhejiang mosquito virus 3
GCA_001927135.1,narna-like virus 6
GCA_002004695.1,Ubei picorna-like virus 3
GCA_002617345.1,Ralstonia phage RP12
GCA_002617365.1,Ralstonia phage RP31
GCA_001904845.1,Simian mastadenovirus WIV19
GCA_006436595.1,Pigeon adenovirus 2a
GCA_003728995.1,Virus Rctr16k
GCA_003728915.1,Virus Rctr197k
GCA_003728975.1,Virus Rctr41k
GCA_003728955.1,Virus Rctr71
GCA_003728935.1,Virus Rctr85
GCA_001907925.1,Betapolyomavirus lepweddellii
GCA_001907845.1,Vernonia crinkle betasatellite
GCA_001907745.1,Vernonia crinkle virus
GCA_001904865.1,Desmodus rotundus parvovirus
GCA_002008455.1,Ambe virus
GCA_002008735.1,Tapara virus
GCA_002008595.1,Urucuri virus
GCA_900095755.1,Pseudomonas phage vB_PaeS_PcyII-40_PfII40a
GCA_900199765.1,Poophage MBI-2016a
GCA_002617385.1,Enterococcus phage EFP01
GCA_002815135.1,Pteromalus puparum negative-strand RNA virus 1
GCA_001923275.1,Fusarium langsethiae hypovirus 1
GCA_002954975.2,Bordetella phage LK3
GCA_001907765.1,Bivalve RNA virus G1
GCA_001907785.1,Bivalve RNA virus G5
GCA_001907905.1,Bivalve RNA virus G3
GCA_001907885.1,Bivalve RNA virus G2
GCA_001907805.1,Bivalve RNA virus G4
GCA_001907865.1,Bivalve hepelivirus G
GCA_002617405.1,Aquamicrobium phage P14
GCA_002617425.3,Pectobacterium phage PP81
GCA_002617445.1,Pasteurella phage PMP-GADVASU-IND
GCA_002617465.1,Clostridium phage Clo-PEP-1
GCA_003861635.1,Xanthomonas phage KPhi1
GCA_002617485.1,Mycobacterium phage Petruchio
GCA_002617505.1,Mycobacterium phage Blue
GCA_002617525.1,Mycobacterium phage MrMagoo
GCA_002617545.1,Mycobacterium phage Rich
GCA_002617565.1,Corynebacterium phage phi16
GCA_002617585.1,Mycobacterium phage BubbleTrouble
GCA_002617605.1,Mycobacterium phage Camperdownii
GCA_002617625.1,Mycobacterium phage Clarenza
GCA_002617645.1,Mycobacterium phage Funston
GCA_002617665.1,Mycobacterium phage JoongJeon
GCA_002617685.1,Mycobacterium phage KFPoly
GCA_002617705.1,Mycobacterium phage Kratark
GCA_002617725.1,Mycobacterium phage Thanksgivukkah
GCA_001923735.1,Soybean latent spherical virus
GCA_023157055.1,Sinu virus
GCA_009732055.1,Ananindeua virus
GCA_009732075.1,Mirim virus
GCA_031534395.1,Sclerotinia sclerotiorum reovirus 1
GCA_003032665.1,Avian paramyxovirus 14
GCA_003290305.1,Lactobacillus phage P2
GCA_031163275.1,Betacoronavirus sp.
GCA_031163285.1,Rubella virus genotype 1H
GCA_900327825.1,Pseudomonas phage vB_PaeS_PAO1_HW12
GCA_031163295.1,Grapevine geminivirus A defective DNA
GCA_031579695.1,Magnaporthe oryzae partitivirus 1
GCA_002149865.1,Swagivirus HG
GCA_002005035.1,Enterovirus AN12
GCA_031534405.1,Fusarium graminearum dsRNA mycovirus 5
GCA_003006225.1,Staphylococcus phage HOB 14.1.R1
GCA_002617745.1,Salmonella phage LPSE1
GCA_013086085.1,Rotavirus J
GCA_002617765.1,Mycobacterium phage Zephyr
GCA_031163305.1,Rabbit hemorrhagic disease virus 2
GCA_001926835.1,Bermuda grass latent virus
GCA_001967675.1,Chicken stool-associated gemycircularvirus
GCA_001968175.1,Chicken stool-associated circular virus
GCA_004117635.1,Chicken picobirnavirus
GCA_018583535.1,Sicinivirus sp.
GCA_002375015.1,Basavirus sp.
GCA_003727615.1,Rasavirus sp.
GCA_002374975.1,Husavirus sp.
GCA_002374955.1,Posavirus sp.
GCA_031163315.1,Saccharomyces cerevisiae virus L-BC-2
GCA_001939235.1,Tai Forest alphavirus
GCA_001957335.1,Adelphocoris suturalis virus
GCA_001957715.1,Nesidiocoris tenuis virus
GCA_001968735.1,Isaria javanica chrysovirus 1
GCA_004790195.1,Ganda bee virus
GCA_018580785.1,Scaldis River bee virus
GCA_001974515.1,Pea leaf distortion virus
GCA_001995595.1,Pea leaf distortion betasatellite
GCA_004129795.1,Rice stripe mosaic virus
GCA_001967655.1,Biomphalaria virus 1
GCA_001974175.1,Biomphalaria virus 2
GCA_001968155.1,Biomphalaria virus 3
GCA_002617785.1,Providencia phage vB_PreS_PR1
GCA_003963655.1,Chicken associated smacovirus
GCA_003723375.1,Lactobacillus phage BH1
GCA_002617805.1,Ochrobactrum phage POI1126
GCA_002617845.1,Klebsiella phage K5-2
GCA_002617865.1,Klebsiella phage K5-4
GCA_002617885.1,Mycobacterium phage CREW
GCA_002890195.1,Aeropyrum globular virus 1
GCA_031579805.1,Alternaria alternata partitivirus 1
GCA_002114025.1,Pacmanvirus A23
GCA_002617925.2,Pectobacterium phage PP47
GCA_002617945.1,Pectobacterium phage PP99
GCA_002617965.1,Acinetobacter phage vB_AbaP_AS12
GCA_002617985.1,Acinetobacter phage vB_AbaP_AS11
GCA_002618005.2,Escherichia phage YUEEL01
GCA_002618025.1,Vibrio phage Vp670
GCA_002618045.1,Enterococcus phage EF-P29
GCA_002618065.1,Ralstonia phage RS-PII-1
GCA_002618085.1,Yersinia phage fHe-Yen3-01
GCA_002618105.1,Mycobacterium phage CrystalP
GCA_002618125.1,Mycobacterium phage Bubbles123
GCA_002618145.1,Aeromonas phage 65.2
GCA_002618165.1,Aeromonas phage 3
GCA_002618185.1,Aeromonas phage 31.2
GCA_002618205.1,Aeromonas phage 32
GCA_002618225.1,Aeromonas phage 44RR2.8t.2
GCA_002618245.1,Aeromonas phage 51
GCA_002618265.1,Aeromonas phage 56
GCA_002618285.1,Aeromonas phage 59.1
GCA_002618305.1,Aeromonas phage Asp37
GCA_002618325.1,Aeromonas phage L9-6
GCA_002618345.1,Aeromonas phage Riv-10
GCA_002618365.1,Aeromonas phage SW69-9
GCA_002954985.1,Cafeteriavirus-dependent mavirus
GCA_022585125.1,Mimivirus-dependent virus Sputnik
GCA_000890715.1,Maverick-related virus strain Spezl
GCA_002618385.1,Bacillus phage vB_BsuM-Goe2
GCA_002618405.1,Bacillus phage vB_BsuM-Goe3
GCA_002618425.1,Proteus phage vB_PvuS_Pm34
GCA_002618445.1,Xenohaliotis phage pCXc-HC2016
GCA_002618465.1,Xenohaliotis phage pCXc-HR2015
GCA_002618485.1,Escherichia phage vB_EcoP_B
GCA_002618505.1,Escherichia phage vB_EcoP_C
GCA_002618525.1,Escherichia phage vB_EcoP_D
GCA_002618545.1,Escherichia phage vB_EcoP_F
GCA_002618565.1,Escherichia phage vB_EcoP_K
GCA_002618585.1,Escherichia phage vB_EcoP_R
GCA_002618605.1,Escherichia phage G AB-2017
GCA_002618625.1,Escherichia phage L AB-2017
GCA_002618645.1,Escherichia phage P AB-2017
GCA_031578455.1,Orthobunyavirus akabaneense
GCA_031497425.1,Uukuniemi phlebovirus
GCA_002618665.1,Escherichia phage vB_EcoS-IME253
GCA_002758295.1,Mycobacterium phage Ashraf
GCA_002758315.1,Mycobacterium phage Maskar
GCA_002758335.1,Mycobacterium phage ImtiyazSitla
GCA_002618685.1,Streptomyces phage BabyGotBac
GCA_002618705.1,Streptococcus phage Str03
GCA_002618725.1,Streptococcus phage Str01
GCA_002955005.1,Mycobacterium phage EniyanLRS
GCA_002955015.1,Mycobacterium phage SimranZ1
GCA_002618745.1,Arthrobacter phage Chestnut
GCA_002618765.1,Klebsiella phage vB_KpnP_KpV74
GCA_002618785.1,Escherichia phage vB_EcoS_CEB_EC3a
GCA_002643815.1,Rotavirus A RVA/Human-wt/NPL/07N1760/2007/G26P[19]
GCA_900156925.2,Lederbergvirus BTP1
GCA_900473875.1,Daphnia iridovirus 1
GCA_031163325.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Tochigi-46
GCA_031163335.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Tochigi-30
GCA_031163345.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Tochigi-26
GCA_031163355.1,Norovirus Hu/GII/JP/2014/GII.P16_GII.2/Tochigi-17
GCA_031163365.1,Norovirus Hu/GII/JP/2004/GII.P12_GII.2/Tochigi-92
GCA_031163385.1,Norovirus Hu/GII/JP/2004/GII.P2_GII.2/Tochigi-85
GCA_031163395.1,Norovirus Hu/GII/JP/2004/GII.P2_GII.2/Tochigi-87
GCA_031163415.1,Norovirus Hu/GII/JP/2004/GII.P2_GII.2/Tochigi-86
GCA_031163435.1,Norovirus Hu/GII/JP/2014/GII.Pe_GII.2/Saitama-127
GCA_031163445.1,Norovirus Hu/GII/JP/2015/GII.P2_GII.2/Saitama-169
GCA_031163455.1,Norovirus Hu/GII/JP/2014/GII.P16_GII.2/Saitama-126
GCA_031163865.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Saitama-125
GCA_031163875.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Saitama-124
GCA_031163885.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Saitama-123
GCA_031163895.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Saitama-122
GCA_031163905.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Saitama-121
GCA_031163915.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Saitama-51
GCA_031163925.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-9
GCA_031163935.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-26
GCA_031163945.1,Norovirus Hu/GII/JP/2014/GII.P16_GII.2/Osaka-225
GCA_031163955.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18
GCA_031163965.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-038
GCA_031163975.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-023
GCA_031163985.1,Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Osaka-019
GCA_031163995.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Miyagi-8
GCA_031164005.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Miyagi-7
GCA_031164015.1,Norovirus Hu/GII/JP/2015/GII.P2_GII.2/Miyagi-63
GCA_031164025.1,Norovirus Hu/GII/JP/2014/GII.P16_GII.2/Kanagawa-52
GCA_031164035.1,Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Kanagawa-51
GCA_031164045.1,Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Kanagawa-50
GCA_031164055.1,Norovirus Hu/GII/JP/2009/GII.P16_GII.2/Kanagawa-49
GCA_031164065.1,Norovirus Hu/GII/JP/2006/GII.P2_GII.2/Hokkaido-14
GCA_031164075.1,Norovirus Hu/GII/JP/2008/GII.P2_GII.2/Hokkaido-15
GCA_031164085.1,Norovirus Hu/GII/JP/2004/GII.P2_GII.2/Hokkaido-13
GCA_031164095.1,Norovirus Hu/GII/JP/2010/GII.P2_GII.2/Hokkaido-16
GCA_031164105.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Hokkaido-18
GCA_031164115.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Hokkaido-17
GCA_031164125.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Yamaguchi-4
GCA_031164135.1,Norovirus Hu/GII/JP/2014/GII.P2_GII.2/Yamaguchi-014
GCA_031164145.1,Norovirus Hu/GII/JP/2014/GII.P16_GII.2/Hiroshima-30
GCA_031164155.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Hiroshima-26
GCA_031164165.1,Norovirus Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima-18
GCA_031164175.1,Norovirus Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima-19
GCA_031164185.1,Norovirus Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima-17
GCA_031164195.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Ehime-9
GCA_031164205.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Ehime-8
GCA_031164215.1,Norovirus Hu/GII/JP/2013/GII.P16_GII.2/Ehime-6
GCA_031164225.1,Norovirus Hu/GII/JP/2012/GII.P16_GII.2/Ehime-46
GCA_031164235.1,Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Ehime-45
GCA_031164245.1,Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Ehime-44
GCA_031164255.1,Norovirus Hu/GII/JP/2010/GII.P16_GII.2/Ehime-43
GCA_001973855.1,Trichoderma atroviride mycovirus
GCA_002618805.1,Staphylococcus phage 3 AJ-2017
GCA_003729215.1,Alternaria alternata fusarivirus 1
GCA_001973875.1,Petunia chlorotic mottle virus
GCA_002118385.1,Kibale red colobus virus 2
GCA_002004415.1,Helicoverpa armigera iflavirus
GCA_002288795.1,Black currant leaf chlorosis associated virus
GCA_002004375.1,Spinach cryptic virus 1
GCA_031164285.1,Norovirus sp.
GCA_002618825.1,Vibrio phage pTD1
GCA_002004055.1,Jingmen tombus-like virus 2
GCA_002368945.1,Hubei qinvirus-like virus 1
GCA_018583985.1,Papaya yellow leaf curl virus
GCA_002004675.1,Cacao mild mosaic virus
GCA_002004355.1,Thrips-associated genomovirus 1
GCA_002004035.1,Thrips-associated genomovirus 2
GCA_002004655.1,Thrips-associated genomovirus 3
GCA_002004995.1,Thrips-associated genomovirus 4
GCA_031164375.1,Duck parvovirus NM100
GCA_002004335.1,Amphibola crenata associated bacilladnavirus 1
GCA_002004015.1,Amphibola crenata associated bacilladnavirus 2
GCA_002004635.1,Avon-Heathcote estuary associated bacilladnavirus
GCA_000908195.1,Alphamesonivirus 3
GCA_000907135.1,Alphamesonivirus 4
GCA_013087425.1,Agaricus bisporus endornavirus 1
GCA_023120375.1,Agaricus bisporus mitovirus 1
GCA_023120355.1,Agaricus bisporus virus 10
GCA_023120365.1,Agaricus bisporus virus 11
GCA_023120385.1,Agaricus bisporus virus 2
GCA_031164385.1,Potato virus Y strain Z-NTN
GCA_013087435.1,Ash gourd yellow vein mosaic alphasatellite
GCA_003029405.2,Sida bright yellow mosaic virus
GCA_003029395.1,Sida chlorotic mottle virus
GCA_003029415.1,Sida golden yellow spot virus
GCA_031087615.1,Euphorbia yellow mosaic alphasatellite
GCA_031087625.1,Leonurus yellow spot alphasatellite
GCA_002285005.1,Fathead minnow calicivirus
GCA_002005705.1,Clematis chlorotic mottle virus
GCA_002655315.1,Rotavirus A RVA/Human-wt/VNM/SP127/2013/G1P[4]
GCA_002655335.1,Rotavirus A RVA/Human-wt/VNM/SP193/2013/G1P[4]
GCA_023156415.1,Rainbow trout orthomyxovirus-1
GCA_031580455.1,Steelhead trout orthomyxovirus-1
GCA_003651985.1,Circoviridae sp.
GCA_002005645.1,Tomato leaf curl Burkina Faso virus
GCA_021359385.1,Rhabdoviridae sp.
GCA_031164415.1,Mononegavirales sp.
GCA_031433035.1,Dicistroviridae sp.
GCA_031323185.1,Iflaviridae sp.
GCA_021359335.1,Flaviviridae sp.
GCA_031323205.1,Hypoviridae sp.
GCA_030027935.1,Nodaviridae sp.
GCA_031578895.1,Betapartitivirus sp.
GCA_031323215.1,Partitiviridae sp.
GCA_031164565.1,Potyvirus sp.
GCA_023571715.1,Totiviridae sp.
GCA_002024695.1,Cordoba virus
GCA_002619005.1,Staphylococcus phage phi575
GCA_002619025.1,Staphylococcus phage phi879
GCA_002024675.1,Big Cypress virus
GCA_002024795.1,Biratnagar virus
GCA_002024755.1,Fort Crockett virus
GCA_002024715.1,San Bernardo virus
GCA_002619045.1,Pseudoalteromonas phage PHS21
GCA_002619065.1,Klebsiella phage 48ST307
GCA_002619085.1,Mycobacterium phage Maxxinista
GCA_002619105.1,Mycobacterium phage Tinybot
GCA_002619125.1,Rhodococcus phage AngryOrchard
GCA_002619145.1,Rhodococcus phage BobbyDazzler
GCA_002005745.1,Orbivirus SX-2017a
GCA_002005685.1,Noumeavirus
GCA_002008435.1,Peach virus D
GCA_031164595.1,Linvill Road virus
GCA_004790235.1,Citrus leprosis virus N
GCA_002966465.1,Saudi moumouvirus
GCA_002008535.1,Bat sapelovirus
GCA_002008415.1,Bat iflavirus
GCA_002008695.1,Bat dicibavirus
GCA_002008875.1,Bat badicivirus 1
GCA_002008675.1,Bat badicivirus 2
GCA_006435795.1,Harbour porpoise adenovirus 1
GCA_006450515.1,Kurlavirus BKC-1
GCA_002619165.1,Mycobacterium phage Idleandcovert
GCA_002619185.1,Staphylococcus phage Andhra
GCA_002619205.1,Gordonia phage DinoDaryn
GCA_002619225.1,Gordonia phage Huffy
GCA_002619245.1,Mycobacterium phage SassyB
GCA_002619265.1,Mycobacterium phage TinaFeyge
GCA_002619285.1,Enterococcus phage EF-P10
GCA_002989985.1,Salmonella phage BSPM4
GCA_002990035.1,Salmonella phage BSP101
GCA_002989885.1,Pectobacterium phage vB_PatM_CB7
GCA_002989895.1,Pectobacterium phage vB_PatP_CB1
GCA_002989935.1,Pectobacterium phage vB_PatP_CB3
GCA_002989955.1,Pectobacterium phage vB_PatP_CB4
GCA_002619305.1,Vibrio phage pVa-21
GCA_002619325.1,Staphylococcus phage St 134
GCA_002619345.1,Erwinia phage vB_EamM_Yoloswag
GCA_002008795.1,Cassava satellite virus
GCA_003203715.1,Klebsiella phage SH-Kp 152234
GCA_002619365.1,Ralstonia phage RS-PI-1
GCA_010455235.1,Paenibacillus phage phiERICV
GCA_002619385.1,Sulfolobus spindle-shaped virus Lassen
GCA_002619405.1,Sulfolobus spindle-shaped virus 3
GCA_002271005.1,Reed chlorotic stripe virus
GCA_002619425.1,Mycobacterium phage Jabith
GCA_002619445.1,Caulobacter phage Ccr10
GCA_002619465.1,Caulobacter phage Ccr2
GCA_002619485.1,Caulobacter phage Ccr29
GCA_002619505.1,Caulobacter phage Ccr32
GCA_002619525.1,Caulobacter phage Ccr34
GCA_002619545.1,Caulobacter phage Ccr5
GCA_004045975.1,Molossus molossus circovirus 1
GCA_004045955.1,Molossus molossus circovirus 2
GCA_004045935.1,Molossus molossus circovirus 3
GCA_004045915.1,Molossus molossus circovirus 4
GCA_031164645.1,Molossus molossus gammaherpesvirus 1
GCA_004130195.1,Molossus molossus papillomavirus 1
GCA_031165615.1,Molossus molossus foamy virus 1
GCA_002005625.1,Bat sapovirus
GCA_031165625.1,Sapovirus GIII/MoI2-1-1
GCA_031165645.1,Sapovirus GIII/Ishi-Im1-3
GCA_031165665.1,Sapovirus GIII/Ishi-Im3-2
GCA_031165675.1,Sapovirus GIII/Ishi-Kah3
GCA_031165685.1,Sapovirus GIII/Ishi-Im7-1
GCA_031165695.1,Sapovirus GIII/Ishi-Kah6
GCA_031165705.1,Sapovirus GIII/HgYa1-1
GCA_031165715.1,Sapovirus GIII/HgYa2-1
GCA_031165725.1,Sapovirus GIII/HgYa2-2
GCA_031165735.1,Sapovirus GIII/HgTa1
GCA_031165745.1,Sapovirus GIII/HgTa3-1
GCA_031165755.1,Sapovirus GV/HkKa2-1
GCA_031165765.1,Sapovirus GVI/HgOg2-4
GCA_031165775.1,Sapovirus GVI/Ishi-Im7-2
GCA_031165785.1,Sapovirus GVI/Ishi-Im9
GCA_031165795.1,Sapovirus GVII/HgTa2-1
GCA_031165805.1,Sapovirus GVII/HgTa2-2-1
GCA_031165815.1,Sapovirus GVII/MoI2-1-2
GCA_031165825.1,Sapovirus GVII/Ishi-Im1-2
GCA_031165835.1,Sapovirus GVII/Ishi-Im1-4
GCA_031165845.1,Sapovirus GVII/Ishi-Im3-1
GCA_031165855.1,Sapovirus GVIII/Ishi-Im1-1
GCA_031165865.1,Sapovirus GX/HgTa2
GCA_031165875.1,Sapovirus GX/HgTa3-2
GCA_031165885.1,Sapovirus GXI/HgTa2-2-2
GCA_031165895.1,Sapovirus GXI/Ishi-Im7-3
GCA_002118765.1,Hom-1 vesivirus
GCA_021165595.1,uncultured archaeal virus
GCA_002819425.1,Sugarcane bacilliform Guadeloupe A virus
GCA_000886875.1,Sugarcane bacilliform Guadeloupe D virus
GCA_013414835.1,Cacao swollen shoot Togo A virus
GCA_002819325.1,Cacao swollen shoot CD virus
GCA_002990025.1,Salmonella phage BSP22A
GCA_002619565.1,Klebsiella phage 1 LV-2017
GCA_002619585.1,Klebsiella phage 2 LV-2017
GCA_002619605.1,Klebsiella phage 2b LV-2017
GCA_002619625.1,Klebsiella phage 3LV2017
GCA_002619645.1,Klebsiella phage 4LV2017
GCA_002619665.1,Klebsiella phage 5 LV-2017
GCA_002619685.1,Klebsiella phage 6 LV-2017
GCA_003029545.2,Desmodium mottle virus
GCA_018580745.1,Jasmine virus H
GCA_002118725.1,Skunk amdoparvovirus
GCA_002118545.1,Picobirnavirus green monkey/KNA/2015
GCA_002219985.1,Picobirnavirus dog/KNA/2015
GCA_002008515.1,Qinghai Himalayan marmot astrovirus 1
GCA_002008655.1,Qinghai Himalayan marmot astrovirus 2
GCA_004287655.1,Gammapapillomavirus 22
GCA_004288095.1,Gammapapillomavirus 23
GCA_004287615.1,Gammapapillomavirus 24
GCA_004287515.1,Gammapapillomavirus 25
GCA_002619705.1,Staphylococcus phage pSa-3
GCA_002619725.1,Pectobacterium phage PPWS4
GCA_031165905.1,Human papillomavirus type 209
GCA_031165915.1,Duck parvovirus NM4
GCA_006446015.1,Simian mastadenovirus C
GCA_000868985.1,Agrotis segetum nucleopolyhedrovirus A
GCA_002867145.1,Aeonium ringspot virus
GCA_002619745.1,Serratia phage BF
GCA_002619765.1,Streptococcus virus MS1
GCA_003059655.1,Pseudomonas phage PAXYB1
GCA_002029595.1,Menghai flavivirus
GCA_002288715.1,Fall chinook aquareovirus
GCA_002029515.1,African eggplant yellowing virus
GCA_002029655.1,Sunflower ring blotch virus
GCA_004041475.1,Circovirus sp.
GCA_023120315.1,Ceratobasidium mitovirus A
GCA_024750075.1,Arracacha virus A
GCA_002619805.1,Synechococcus virus S-ESS1
GCA_002194405.1,Coronavirus AcCoV-JC34
GCA_013087445.1,Human PoSCV5-like circular virus
GCA_000943665.1,DeBrazza's monkey arterivirus
GCA_000931135.1,African pouched rat arterivirus
GCA_002816135.1,Kibale red-tailed guenon virus 1
GCA_000862745.1,Porcine reproductive and respiratory syndrome virus 1
GCA_002816115.1,Porcine reproductive and respiratory syndrome virus 2
GCA_002816155.1,Simian hemorrhagic encephalitis virus
GCA_031165925.1,Coronavirus HKU15
GCA_031165935.1,Hedgehog coronavirus 1
GCA_004130415.1,Sugar beet cyst nematode virus 1
GCA_002037775.1,Pityohyphantes rubrofasciatus iflavirus
GCA_003029575.1,Pectobacterium phage POP72
GCA_002619825.1,Corynebacterium phage LGCM-VI
GCA_002116255.1,Lagenaria siceraria endornavirus-Hubei
GCA_002080215.1,LI polyomavirus
GCA_009828375.1,Pectobacterium phage phiA41
GCA_002922445.1,Pepper vein yellows virus 5
GCA_002619845.3,Geobacillus phage TP-84
GCA_003203735.1,Klebsiella phage SH-Kp 160016
GCA_002619865.1,Yersinia phage fHe-Yen9-01
GCA_002619885.1,Escherichia phage CF2
GCA_002619925.1,Escherichia phage phiEC1
GCA_002619945.1,Dinoroseobacter phage vB_DshS-R5C
GCA_002619965.1,Marinomonas phage CPG1g
GCA_002619985.1,Marinomonas phage CPP1m
GCA_002620005.1,Shewanella phage SppYZU01
GCA_002620025.1,Salmonella phage Si3
GCA_002620045.1,Salmonella phage SE40
GCA_002620085.1,Salmonella phage alphaalpha
GCA_002758355.1,Mycobacterium phage Chorkpop
GCA_002620105.1,Streptomyces phage ToastyFinz
GCA_002620125.1,Acinetobacter phage WCHABP12
GCA_002620145.1,Liberibacter phage P-JXGC-3
GCA_002620165.1,Citrobacter phage Mijalis
GCA_002620185.1,Vibrio phage H20
GCA_002620205.1,Vibrio phage H8
GCA_002620225.1,Vibrio phage P2
GCA_002620245.1,Vibrio phage P3
GCA_002620265.1,Vibrio phage pVa-3
GCA_002620285.1,Vibrio phage pVa-4
GCA_002620305.1,Vibrio phage pVa-8
GCA_002620325.1,Salmonella phage GJL01
GCA_002620345.1,Escherichia phage phiLLS
GCA_002620365.1,Lactococcus phage AM1
GCA_002620385.1,Lactococcus phage AM11
GCA_002620405.1,Lactococcus phage AM12
GCA_002620425.1,Lactococcus phage AM2
GCA_002620445.1,Lactococcus phage AM3
GCA_002620465.1,Lactococcus phage AM4
GCA_002620485.1,Lactococcus phage AM5
GCA_002620505.1,Lactococcus phage AM6
GCA_002620525.1,Lactococcus phage AM7
GCA_002620545.1,Lactococcus phage AM8
GCA_002620565.1,Lactococcus phage AM9
GCA_002620585.1,Lactococcus phage LW31
GCA_002620605.1,Lactococcus phage LW32
GCA_002620625.1,Lactococcus phage LW33
GCA_002620645.1,Lactococcus phage LW4
GCA_002620665.1,Lactococcus phage LW81
GCA_002620685.1,Lactococcus phage R3.4
GCA_002620705.1,Lactococcus phage R31
GCA_002620725.1,Vibrio phage pVco-5
GCA_002620745.1,Staphylococcus phage IME1318_01
GCA_002620765.1,Staphylococcus phage IME1323_01
GCA_002620785.1,Morganella phage IME1369_02
GCA_002620805.1,Staphylococcus phage IME1348_01
GCA_002620825.1,Staphylococcus phage IME1361_01
GCA_002620845.1,Staphylococcus phage IME1367_01
GCA_002620865.1,Staphylococcus phage IME1346_01
GCA_002620905.1,Staphylococcus phage IME1365_01
GCA_002620925.1,Morganella phage IME1369_01
GCA_002620985.1,Corynebacterium phage IME1320_01
GCA_026568035.1,Adenovirus sp.
GCA_002116055.1,Tomato yellow mottle-associated virus
GCA_002621025.1,Thermus phage phiOH3
GCA_002621045.1,Thermus phage phiOH16
GCA_000888335.1,Torque teno sus virus k2a
GCA_002149845.1,Castlerea virus
GCA_002210735.1,Karumba virus
GCA_002219825.1,Mac Peak virus
GCA_003179655.1,Bos taurus papillomavirus 15
GCA_002621065.1,Staphylococcus phage SA7
GCA_004320245.1,Microcystis phage MACPNOA1
GCA_004130215.1,Merida-like virus KE-2017a
GCA_002621085.1,Proteus phage VB_PmiS-Isfahan
GCA_002990955.1,Wolbachia phage sr1WOdamA
GCA_900010585.1,Acinetobacter phage Loki
GCA_002621105.1,Staphylococcus phage qdsa001
GCA_002621125.1,Staphylococcus phage qdsa002
GCA_002621145.1,Salmonella phage 29485
GCA_002621185.1,Escherichia phage phiC120
GCA_003693725.1,Weissella phage PWc
GCA_002621205.1,Mycobacterium phage GardenSalsa
GCA_002621225.1,Mycobacterium phage Kingsley
GCA_002621245.1,Shewanella phage SppYZU05
GCA_002621265.1,Escherichia phage vB_EcoM_ECOO78
GCA_002621285.1,Klebsiella phage KOX1
GCA_002955025.1,Pseudomonas phage JG012
GCA_002955035.1,Pseudomonas phage JG054
GCA_002621305.1,Clostridioides phage phiSemix9P1
GCA_002924585.1,Salmonella phage Stp1
GCA_018594915.1,Grotenhout virus
GCA_002621325.1,Streptococcus phage P0091
GCA_002621345.1,Streptococcus phage P0092
GCA_002621365.1,Streptococcus phage P0093
GCA_002621385.1,Streptococcus phage P0094
GCA_002621405.1,Streptococcus phage P0095
GCA_002621425.1,Streptococcus phage P3681
GCA_002621445.1,Streptococcus phage P3684
GCA_002621465.1,Streptococcus phage P4761
GCA_002621485.1,Streptococcus phage P5641
GCA_002621505.1,Streptococcus phage P5651
GCA_002621525.1,Streptococcus phage P5652
GCA_002621545.1,Streptococcus phage P7132
GCA_002621565.1,Streptococcus phage P7133
GCA_002621585.1,Streptococcus phage P7134
GCA_002621605.1,Streptococcus phage P7151
GCA_002621625.1,Streptococcus phage P7152
GCA_002621645.1,Streptococcus phage P7154
GCA_002621665.1,Streptococcus phage P7571
GCA_002621685.1,Streptococcus phage P7572
GCA_002621705.1,Streptococcus phage P7573
GCA_002621725.1,Streptococcus phage P7574
GCA_002621745.1,Streptococcus phage P7601
GCA_002621765.1,Streptococcus phage P7602
