GCA_900128725.1,Buchnera aphidicola
GCA_024347035.1,Vibrio plantisponsor
GCA_014525455.1,Borreliella bavariensis
GCA_002311575.1,Halomonas titanicae
GCA_009707865.1,Amycolatopsis pithecellobii
GCA_014203395.1,Saccharopolyspora phatthalungensis
GCA_900188115.1,Haloechinothrix alba
GCA_030409555.1,Chitinimonas viridis
GCA_017873765.1,Paenibacillus sediminis
GCA_003119115.1,Azospirillum sp. TSH58
GCA_001517975.1,Thermobifida cellulosilytica TB100
GCA_001027185.1,Streptomyces incarnatus
GCA_000163255.1,Pseudomonas amygdali pv. aesculi str. NCPPB 3681
GCA_024758685.1,Yersinia pestis EV76-CN
GCA_000091565.1,Erwinia amylovora CFBP1430
GCA_003053845.1,Breoghania corrubedonensis
GCA_014883935.1,Cytobacillus oceanisediminis
GCA_900119845.1,Devosia enhydra
GCA_001305515.1,Prosthecomicrobium hirschii
GCA_900104485.1,Bauldia litoralis
GCA_001722515.1,Dietzia alimentaria
GCA_000147075.1,Spirochaeta thermophila DSM 6192
GCA_000316095.1,Streptomyces viridosporus T7A
GCA_001188365.1,Paenibacillus sp. D9
GCA_937968135.1,uncultured Niabella sp.
GCA_905205395.1,uncultured Slackia sp.
GCA_014689145.1,Mixta calida
GCA_002095455.1,Mixta gaviniae
GCA_000238755.1,Campylobacter sp. 10_1_50
GCA_000233515.1,Clostridium sp. 7_3_54FAA
GCA_000239735.1,Coprobacillus sp. 3_3_56FAA
GCA_000224635.1,Desulfovibrio sp. 6_1_46AFAA
GCA_000185625.1,Eggerthella sp. 1_3_56FAA
GCA_000238715.1,Klebsiella sp. 4_1_44FAA
GCA_000227275.1,Neisseria sp. GT4A_CT1
GCA_000238695.1,Tannerella sp. 6_1_58FAA_CT1
GCA_000209405.1,Lachnospiraceae bacterium 3_1_46FAA
GCA_000185545.1,Lachnospiraceae bacterium 8_1_57FAA
GCA_000238675.1,Bacillus smithii 7_3_47FAA
GCA_000185605.1,Bacteroides eggerthii 1_2_48FAA
GCA_000218325.1,Bacteroides ovatus 3_8_47FAA
GCA_000238635.1,Subdoligranulum sp. 4_3_54A2FAA
GCA_000238655.1,Bacillus sp. 7_6_55CFAA_CT2
GCA_000186125.1,Bacillus sp. BT1B_CT2
GCA_000186145.1,Bacillus sp. 2_A_57_CT2
GCA_935825525.1,Mesorhizobium escarrei
GCA_935822925.1,Mesorhizobium ventifaucium
GCA_000163275.1,Pseudomonas amygdali pv. aesculi str. 2250
GCA_000738435.1,Planktomarina temperata RCA23
GCA_000093025.1,Methylotenera versatilis 301
GCA_000178995.1,Afipia sp. 1NLS2
GCA_017848855.1,Rhodanobacter denitrificans
GCA_000242895.3,Bacillus sp. 1NLA3E
GCA_014699095.1,Undibacterium oligocarboniphilum
GCA_913061385.1,uncultured Rhodopirellula sp.
GCA_000024485.1,Treponema pallidum subsp. pallidum str. Chicago
GCA_012910885.1,Azoarcus taiwanensis
GCA_000441575.1,Candidatus Carsonella ruddii DC
GCA_000217795.1,Thermodesulfatator indicus DSM 15286
GCA_000190575.1,Phocaeicola salanitronis DSM 18170
GCA_000264765.2,Edwardsiella anguillarum ET080813
GCA_000341505.1,Edwardsiella tarda ATCC 15947 = NBRC 105688
GCA_000163455.1,Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884
GCA_000163475.1,Pasteurella dagmatis ATCC 43325
GCA_000163595.1,Serratia odorifera DSM 4582
GCA_021282335.1,Bacillus sp. G16
GCA_023130475.1,Aciditerrimonas ferrireducens
GCA_900108945.1,Paraburkholderia diazotrophica
GCA_000146265.4,Aggregatibacter actinomycetemcomitans D11S-1
GCA_000667845.1,Mycobacterium tuberculosis T67
GCA_000982435.1,Escherichia coli DH5[alpha]
GCA_000515195.1,Burkholderia sp. JPY366
GCA_018616255.1,Tenacibaculum dicentrarchi
GCA_000176255.1,Mannheimia haemolytica serotype A2 str. OVINE
GCA_000176275.1,Mannheimia haemolytica serotype A2 str. BOVINE
GCA_022701275.1,Microcoleus vaginatus PCC 9802
GCA_017305105.1,Sediminibacterium magnilacihabitans
GCA_027533625.1,Paenibacillus filicis
GCA_017883645.1,Candidatus Profftella armatura
GCA_003185895.1,Cryobacterium arcticum
GCA_013410665.1,Leifsonia psychrotolerans
GCA_003219815.1,Arthrobacter livingstonensis
GCA_014190875.1,Paeniglutamicibacter cryotolerans
GCA_900111945.1,Litoreibacter janthinus
GCA_900107015.1,Litoreibacter albidus
GCA_934636065.1,uncultured Labedella sp.
GCA_946481625.1,uncultured Haloferula sp.
GCA_937889785.1,uncultured Levilinea sp.
GCA_007991635.1,Adhaeribacter aerolatus
GCA_003332305.1,Microvirga aerophila
GCA_016743775.1,Microvirga aerilata
GCA_007991655.1,Segetibacter aerophilus
GCA_000230975.3,Hyphomicrobium denitrificans 1NES1
GCA_026122815.1,Buchnera aphidicola (Pemphigus obesinymphae)
GCA_900102215.1,Fontibacillus panacisegetis
GCA_000208765.1,Citrobacter freundii str. ballerup 7851/39
GCA_000183745.1,Oceanithermus profundus DSM 14977
GCA_937997035.1,uncultured Candidatus Amoebophilus sp.
GCA_030704425.1,Rhodobacteraceae bacterium IMCC1909
GCA_030704405.1,Rhodobacteraceae bacterium IMCC1923
GCA_030704445.1,Rhodobacteraceae bacterium IMCC1933
GCA_000165655.2,Escherichia coli 1827-70
GCA_000188815.2,Escherichia coli LT-68
GCA_000184765.2,Escherichia coli 3431
GCA_000188755.2,Escherichia coli EPECa14
GCA_000188775.2,Escherichia coli E128010
GCA_001605745.1,Escherichia coli EPEC11
GCA_000268125.1,Escherichia coli EPECa12
GCA_000183005.2,Escherichia coli 2362-75
GCA_000754045.1,Escherichia coli E851/71
GCA_000188875.2,Escherichia coli RN587/1
GCA_000225245.2,Escherichia coli TX1999
GCA_000188835.2,Escherichia coli OK1180
GCA_000188855.2,Escherichia coli OK1357
GCA_020320395.1,Thalassolituus marinus
GCA_900010725.2,Planktothrix serta PCC 8927
GCA_900009265.2,Planktothrix paucivesiculata PCC 9631
GCA_900009145.1,Planktothrix tepida PCC 9214
GCA_000175975.1,Vibrio mimicus VM603
GCA_000175995.1,Vibrio mimicus VM573
GCA_025999835.1,Caldinitratiruptor microaerophilus
GCA_021474225.1,Xylella fastidiosa subsp. sandyi
GCA_000091165.1,Candidatus Methylomirabilis oxyfera
GCA_937891335.1,uncultured Thermomonospora sp.
GCA_937952515.1,uncultured Thermobifida sp.
GCA_002243405.1,Fusobacterium sp. oral taxon 203
GCA_013394775.1,Oribacterium sp. oral taxon 102
GCA_014195585.1,Alloprevotella rava
GCA_905372505.1,Selenomonas artemidis
GCA_018376515.1,Veillonella sp. oral taxon 158
GCA_018378165.1,Veillonella sp. oral taxon 780
GCA_007845435.1,TM7 phylum sp. oral taxon 348
GCA_910574675.1,Adlercreutzia caecimuris
GCA_910587985.1,Phocaeicola sartorii
GCA_014652375.1,Alishewanella tabrizica
GCA_011319735.1,Bacillus sp. MB95
GCA_015278355.1,Microbacterium yannicii
GCA_000330865.1,Serratia sp. FGI94
GCA_000026905.1,Chlamydia trachomatis B/TZ1A828/OT
GCA_000168355.3,Streptococcus suis 05HAS68
GCA_900108585.1,Branchiibius hedensis
GCA_004300865.1,Cardinium endosymbiont of Bemisia tabaci
GCA_000983015.1,Candidatus Hamiltonella defensa (Bemisia tabaci)
GCA_000177455.1,Pseudomonas syringae pv. tomato K40
GCA_000177475.1,Pseudomonas syringae pv. tomato Max13
GCA_000177495.1,Pseudomonas syringae pv. tomato NCPPB 1108
GCA_000177515.1,Pseudomonas syringae pv. syringae 642
GCA_014202115.1,Catenibacillus scindens
GCA_016909175.1,Peribacillus deserti
GCA_900163805.1,Vibrio casei
GCA_900112765.1,Actinopolyspora alba
GCA_000512775.2,Bacillus anthracis str. A16R
GCA_000182685.1,Vibrio harveyi 1DA3
GCA_019799905.1,Blastococcus endophyticus
GCA_016862915.1,Plantactinospora endophytica
GCA_001544075.1,Comamonas terrae
GCA_000513475.1,Candidatus Babela massiliensis
GCA_022568835.1,Arsenicicoccus piscis
GCA_000383855.1,Methylobacter marinus A45
GCA_019733355.1,Pseudomonas baetica
GCA_009930795.1,Marisediminicola antarctica
GCA_018786045.1,Bacteroides faecis
GCA_001579845.1,Rhodoplanes sp. Z2-YC6860
GCA_021608135.1,Microaerobacter geothermalis
GCA_000176055.1,Vibrio alginolyticus 40B
GCA_016598775.1,Actinomyces weissii
GCA_937863965.1,uncultured Micropruina sp.
GCA_014495845.1,Aquibium microcysteis
GCA_000341735.1,Methylotuvimicrobium buryatense 5G
GCA_000152105.1,Mycobacterium tuberculosis SUMu001
GCA_000165695.1,Mycobacterium tuberculosis SUMu002
GCA_000177795.2,Mycobacterium tuberculosis SUMu003
GCA_000177815.2,Mycobacterium tuberculosis SUMu004
GCA_000177835.2,Mycobacterium tuberculosis SUMu005
GCA_000177855.2,Mycobacterium tuberculosis SUMu006
GCA_000177875.2,Mycobacterium tuberculosis SUMu007
GCA_000177895.2,Mycobacterium tuberculosis SUMu008
GCA_000177915.2,Mycobacterium tuberculosis SUMu009
GCA_000177935.2,Mycobacterium tuberculosis SUMu010
GCA_000177955.2,Mycobacterium tuberculosis SUMu011
GCA_000177975.2,Mycobacterium tuberculosis SUMu012
GCA_000427385.1,Methylocaldum szegediense O-12
GCA_000196675.2,Pseudonocardia dioxanivorans CB1190
GCA_000176375.1,Vibrio mimicus MB451
GCA_000176395.1,Vibrio cholerae RC27
GCA_000176435.1,Vibrio cholerae INDRE 91/1
GCA_000176455.1,Vibrio cholerae CT 5369-93
GCA_000176175.1,Vibrio furnissii CIP 102972
GCA_000176515.1,Grimontia hollisae CIP 101886
GCA_000176155.1,Vibrio metschnikovii CIP 69.14
GCA_000176135.1,Vibrio coralliilyticus ATCC BAA-450
GCA_000176715.1,Vibrio sp. RC586
GCA_000176235.1,Vibrio orientalis CIP 102891 = ATCC 33934
GCA_000176795.1,Photobacterium damselae subsp. damselae CIP 102761
GCA_000176415.1,Vibrio mimicus VM223
GCA_900101785.1,Auraticoccus monumenti
GCA_014202415.1,Tolumonas osonensis
GCA_000975115.1,Demequina oxidasica
GCA_000975135.1,Demequina aurantiaca
GCA_032100725.1,Miniimonas arenae
GCA_000975155.1,Demequina globuliformis
GCA_003966755.1,Candidatus Rickettsiella viridis
GCA_005938665.2,Pseudomonas sp. ATCC 43928
GCA_003046775.1,Stenotrophomonas panacihumi
GCA_014896575.1,Moorella humiferrea
GCA_030063925.1,Auritidibacter ignavus
GCA_000177575.1,Lactobacillus crispatus 214-1
GCA_000177055.1,Hoylesella timonensis CRIS 5C-B1
GCA_025151385.1,Hoylesella buccalis ATCC 35310
GCA_000177355.1,Prevotella amnii CRIS 21A-A
GCA_000177375.1,Bulleidia extructa W1219
GCA_000221125.2,Cutibacterium acnes SK182
GCA_000177395.1,Cutibacterium acnes J139
GCA_000178055.1,Cutibacterium acnes J165
GCA_000177415.1,Lactobacillus gasseri 224-1
GCA_000185725.2,Segniliparus rugosus ATCC BAA-974
GCA_000231255.1,Aggregatibacter aphrophilus F0387
GCA_000234115.1,Alloprevotella rava F0323
GCA_000235445.1,Johnsonella ignava ATCC 51276
GCA_000234095.1,Selenomonas infelix ATCC 43532
GCA_000179075.1,Escherichia coli MS 85-1
GCA_000179115.1,Escherichia coli MS 145-7
GCA_000179135.1,Escherichia coli MS 124-1
GCA_000179155.1,Escherichia coli MS 119-7
GCA_000179175.1,Escherichia coli MS 107-1
GCA_021764745.1,Joostella atrarenae
GCA_018860575.1,Gilvimarinus agarilyticus
GCA_903899515.1,uncultured Pseudacidovorax sp.
GCA_001767395.1,Rhodococcus sp. WMMA185
GCA_030408595.1,Corynebacterium canis
GCA_014855495.1,Euzebyella saccharophila
GCA_000750555.1,Escherichia coli BW25113
GCA_000144935.3,Corynebacterium pseudotuberculosis 1002
GCA_000091985.1,Helicobacter mustelae 12198
GCA_000265365.1,Alistipes finegoldii DSM 17242
GCA_000237975.1,Sulfobacillus acidophilus DSM 10332
GCA_000212915.1,Bacteroides coprosuis DSM 18011
GCA_024346715.1,Photobacterium swingsii
GCA_003385775.1,Parasphingopyxis lamellibrachiae
GCA_014982445.1,Chryseobacterium culicis
GCA_900105665.1,Thalassospira permensis
GCA_000091305.1,Streptomyces scabiei 87.22
GCA_029892065.1,Sinorhizobium garamanticum
GCA_029892045.1,Sinorhizobium numidicum
GCA_001420915.1,Agarivorans gilvus
GCA_014651535.1,Salinimicrobium marinum
GCA_004339095.1,Natranaerovirga hydrolytica
GCA_001023515.1,Diaphorobacter sp. J5-51
GCA_000011025.1,Rothia mucilaginosa DY-18
GCA_000176195.1,Staphylococcus aureus subsp. aureus MR1
GCA_003443595.1,Phaeobacter sp. LSS9
GCA_001953875.1,Streptomyces amritsarensis
GCA_000024585.1,Staphylococcus aureus subsp. aureus ED98
GCA_945897785.1,Paludibacter jiangxiensis
GCA_000208725.1,Streptococcus equi subsp. zooepidemicus BHS5
GCA_014199555.1,Micrococcus sp. TA1
GCA_000144675.2,Corynebacterium pseudotuberculosis C231
GCA_000521215.1,Labrenzia sp. DG1229
GCA_000176475.1,Gardnerella vaginalis AMD
GCA_000176495.1,Gardnerella vaginalis 5-1
GCA_017873715.1,Cytobacillus luteolus
GCA_000179215.1,Streptomyces sp. SA3_actF
GCA_000964835.1,Orientia tsutsugamushi str. UT76
GCA_004342165.1,Natranaerovirga pectinivora
GCA_004345615.1,Natronoflexus pectinivorans
GCA_014203025.1,Desulfurispira natronophila
GCA_000474725.1,Mesorhizobium ciceri ca181
GCA_000176835.2,Serratia plymuthica 4Rx13
GCA_000178955.2,Granulicella mallensis MP5ACTX8
GCA_007395155.1,Salmonella enterica subsp. enterica serovar Strasbourg
GCA_010016185.1,Salmonella enterica subsp. enterica serovar Kiambu
GCA_008033135.1,Chitinolyticbacter meiyuanensis
GCA_020523835.1,Delftia sp. Lp-1
GCA_900102965.1,Paenibacillus jilunlii
GCA_013407955.1,Microlunatus parietis
GCA_003233655.1,Azospirillum ramasamyi
GCA_014396385.1,Leucobacter denitrificans
GCA_030296555.1,Microbacterium suwonense
GCA_000163975.1,Campylobacter jejuni subsp. jejuni 1336
GCA_000163995.1,Campylobacter jejuni subsp. jejuni 414
GCA_900142055.1,Flavobacterium haoranii
GCA_900116225.1,Sphingobacterium wenxiniae
GCA_004358765.1,Arthrobacter nitrophenolicus
GCA_000179195.1,Streptomyces sp. SA3_actG
GCA_900091615.1,Micromonospora yangpuensis
GCA_900100395.1,Nonomuraea maritima
GCA_014201775.1,Borreliella yangtzensis
GCA_000685765.2,Frankia sp. BMG5.23
GCA_014895535.1,Parafrankia sp. CH37
GCA_000966285.1,Pseudofrankia sp. DC12
GCA_001636565.1,Frankia sp. EI5c
GCA_002099325.1,Frankia sp. KB5
GCA_936914905.1,uncultured Trichormus sp.
GCA_002209565.1,Candidimonas nitroreducens
GCA_019166065.1,Candidimonas humi
GCA_021650815.1,Cylindrospermopsis raciborskii KLL07
GCA_000027145.1,Listeria seeligeri serovar 1/2b str. SLCC3954
GCA_000971975.1,Paenibacillus algorifonticola
GCA_900618225.1,Algoriella xinjiangensis
GCA_016642265.1,Streptococcus lactarius
GCA_900104705.1,Agrococcus carbonis
GCA_031458395.1,Enteractinococcus fodinae
GCA_000163555.2,alpha proteobacterium HIMB114
GCA_000025045.1,Lactococcus lactis subsp. lactis KF147
GCA_000023805.1,Helicobacter pylori 52
GCA_000176355.1,Citromicrobium bathyomarinum JL354
GCA_000183345.1,Escherichia coli O83:H1 str. NRG 857C
GCA_000210315.1,Staphylococcus aureus subsp. aureus ED133
GCA_000335995.2,Salmonella enterica subsp. enterica serovar Gallinarum str. 9184
GCA_000383335.1,Klebsiella aerogenes FGI35
GCA_016862795.1,Dactylosporangium siamense
GCA_003967015.1,Pseudanabaena sp. ABRG5-3
GCA_030385015.1,Yersinia nurmii
GCA_000196695.1,Prescottella equi 103S
GCA_000383095.1,Sphingomonas sp. PR090111-T3T-6A
GCA_000706645.1,Bartonella rochalimae ATCC BAA-1498
GCA_014202505.1,Armatimonas rosea
GCA_014203215.1,Bartonella callosciuri
GCA_937898095.1,uncultured Rhodoluna sp.
GCA_963506775.1,uncultured Perlucidibaca sp.
GCA_963507695.1,uncultured Undibacterium sp.
GCA_900091595.1,Micromonospora haikouensis
GCA_000214275.3,Methylomicrobium album BG8
GCA_947504175.1,Ruegeria faecimaris
GCA_014197435.1,Gordonia humi
GCA_000222125.2,Pseudomonas sp. S9
GCA_000496305.2,Martelella sp. AD-3
GCA_900103275.1,Tessaracoccus oleiagri
GCA_000178075.1,Cutibacterium acnes SK187
GCA_000177435.1,Veillonella parvula ATCC 17745
GCA_002259585.1,Bombiscardovia coagulans
GCA_900101705.1,Algoriphagus faecimaris
GCA_007830115.1,Lysobacter ruishenii
GCA_021083375.1,Chromobacterium piscinae
GCA_000304295.1,Treponema pallidum subsp. pallidum str. Mexico A
GCA_013408795.1,Spinactinospora alkalitolerans
GCA_000527075.1,Saccharomonospora piscinae
GCA_025558165.1,Candidatus Pelagibacter ubique HIMB140
GCA_001202025.1,Pseudorhodobacter aquimaris
GCA_001403875.1,Paenibacillus ihumii
GCA_006152145.1,Rubellimicrobium roseum
GCA_001442625.1,Pedobacter ginsenosidimutans
GCA_003254625.1,Flavobacterium ginsenosidimutans
GCA_024807225.1,Chryseobacterium ginsenosidimutans
GCA_001953035.1,Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184
GCA_002022685.1,Bartonella schoenbuchensis R1
GCA_000335835.1,Salmonella enterica subsp. enterica serovar Rissen str. 150
GCA_000336015.1,Salmonella enterica subsp. enterica serovar Dublin str. SL1438
GCA_000182705.1,Yersinia pestis KIM D27
GCA_011372305.1,Kosmotoga arenicorallina
GCA_001570545.1,Herbidospora mongoliensis
GCA_007830185.1,Halalkalibacter nanhaiisediminis
GCA_000218235.1,Hallella multisaccharivorax DSM 17128
GCA_000217815.1,Pseudothermotoga thermarum DSM 5069
GCA_000186265.1,Cellulophaga algicola DSM 14237
GCA_000967135.1,Campylobacter fetus subsp. venerealis str. 84-112
GCA_900167975.1,Ohtaekwangia koreensis
GCA_011947235.1,Planosporangium mesophilum
GCA_000424445.1,Oribacterium sp. NK2B42
GCA_018917285.1,Tissierella carlieri
GCA_023669605.1,Streptomyces sp. G3
GCA_014645695.1,Salinarimonas ramus
GCA_000763805.1,Paracoccus sphaerophysae
GCA_000147835.3,Sphingobium chlorophenolicum L-1
GCA_000983115.1,Syntrophomonas zehnderi OL-4
GCA_000732195.1,Neorhizobium vignae
GCA_000280805.1,Pseudomonas fluorescens NZ007
GCA_000280785.1,Pseudomonas agarici NCPPB 2289
GCA_000212675.2,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay
GCA_001613545.1,Terrimicrobium sacchariphilum
GCA_000193655.2,Clostridioides difficile 6407
GCA_000193675.2,Clostridioides difficile 6466
GCA_000193695.2,Clostridioides difficile 6503
GCA_000193715.2,Clostridioides difficile 6534
GCA_000243475.2,Geobacter metallireducens RCH3
GCA_000184805.2,Campylobacter jejuni subsp. jejuni DFVF1099
GCA_000184825.2,Campylobacter jejuni subsp. jejuni 305
GCA_000184845.2,Campylobacter jejuni subsp. jejuni 327
GCA_000092445.1,Geobacillus sp. C56-T3
GCA_900188355.1,Lutibacter flavus
GCA_002564205.1,Bacillus sp. YF23
GCA_938035065.1,Bacteroides rodentium
GCA_901538355.1,Tuwongella immobilis
GCA_001698205.1,Tsuneonella dongtanensis
GCA_900176375.1,Reichenbachiella faecimaris
GCA_000196735.1,Bacillus amyloliquefaciens DSM 7 = ATCC 23350
GCA_024808255.1,Mucilaginibacter dorajii
GCA_024594815.1,Roseomonas pecuniae
GCA_020722505.1,Caldisericum exile
GCA_000091465.1,Vibrio atlanticus
GCA_000027065.2,Cronobacter turicensis z3032
GCA_000330845.1,Enterobacteriaceae bacterium strain FGI 57
GCA_900091805.1,Streptomyces sp. di188
GCA_913055775.1,uncultured Demequina sp.
GCA_000318075.1,Vibrio cholerae PS15
GCA_000196755.1,Helicobacter pylori B8
GCA_000283575.1,Oscillibacter valericigenes Sjm18-20
GCA_000177155.1,Brucella sp. NF 2653
GCA_015832115.1,Brucella sp. BO2
GCA_000215895.1,Shewanella baltica OS117
GCA_000179535.2,Shewanella baltica OS183
GCA_000231345.2,Shewanella baltica OS625
GCA_000178875.2,Shewanella baltica OS678
GCA_000147735.3,Shewanella baltica BA175
GCA_000190555.1,Deinococcus proteolyticus MRP
GCA_000252855.1,Riemerella anatipestifer ATCC 11845 = DSM 15868
GCA_000186225.1,Bacteroides helcogenes P 36-108
GCA_000147795.3,Sinorhizobium meliloti AK83
GCA_000164015.3,Pseudomonas savastanoi pv. savastanoi NCPPB 3335
GCA_000757795.1,Methylobacterium oryzae CBMB20
GCA_000224655.1,Bilophila sp. 4_1_30
GCA_000234075.2,Fusobacterium polymorphum F0401
GCA_903917485.1,uncultured Sinobacteraceae bacterium
GCA_001038425.2,Ornithinibacillus contaminans
GCA_030803985.1,Thermoanaerobacter pentosaceus
GCA_000177215.2,Solidesulfovibrio carbinoliphilus subsp. oakridgensis
GCA_000183135.1,Paludibacter propionicigenes WB4
GCA_000517565.1,Desulfurella acetivorans A63
GCA_945888475.1,Saprospira grandis DSM 2844
GCA_003217515.1,Deinococcus yavapaiensis KR-236
GCA_012844305.1,Flammeovirga aprica JL-4
GCA_000163615.3,Aggregatibacter actinomycetemcomitans D7S-1
GCA_000182855.2,Lactobacillus amylovorus GRL 1112
GCA_000194115.1,Lactobacillus amylovorus GRL1118
GCA_001437365.1,Lactobacillus amylovorus DSM 16698
GCA_900176165.1,Deinococcus hopiensis KR-140
GCA_000253015.1,Bartonella clarridgeiae 73
GCA_000219355.1,Candidatus Midichloria mitochondrii IricVA
GCA_000463395.1,Streptococcus constellatus subsp. pharyngis C232
GCA_000215085.1,Desulforamulus ruminis DSM 2154
GCA_000189755.3,Desulfotomaculum nigrificans DSM 574
GCA_000212715.2,Escherichia coli UMNK88
GCA_000818255.1,Vibrio owensii
GCA_000210375.1,Arthrospira platensis NIES-39
GCA_000307145.1,Actinobacillus suis H91-0380
GCA_000188215.1,Acinetobacter baumannii 1656-2
GCA_900185055.1,Pelagimonas varians
GCA_018607885.1,Planktotalea frisia
GCA_003386795.1,Thermasporomyces composti
GCA_000336075.1,Salmonella enterica subsp. enterica serovar Enteritidis str. 20037
GCA_000335855.1,Salmonella enterica subsp. enterica serovar Enteritidis str. SE10
GCA_000335895.1,Salmonella enterica subsp. enterica serovar Enteritidis str. 13-1
GCA_000335875.2,Salmonella enterica subsp. enterica serovar Enteritidis str. 18569
GCA_000336115.1,Salmonella enterica subsp. enterica serovar Enteritidis str. PT23
GCA_000336095.1,Salmonella enterica subsp. enterica serovar Enteritidis str. 436
GCA_000336055.1,Salmonella enterica subsp. enterica serovar Enteritidis str. SE8a
GCA_000213255.1,Mahella australiensis 50-1 BON
GCA_000190755.3,Methylobacter tundripaludum SV96
GCA_000299015.1,Streptococcus pneumoniae gamPNI0373
GCA_000511405.1,Paenibacillus larvae subsp. larvae DSM 25430
GCA_000511115.1,Paenibacillus larvae subsp. larvae DSM 25719
GCA_000147695.3,Thermoanaerobacter wiegelii Rt8.B1
GCA_900092005.1,Streptomyces sp. Cmuel-A718b
GCA_000179635.2,Ruminococcus albus 7 = DSM 20455
GCA_029691565.1,Xylella fastidiosa subsp. pauca
GCA_000025085.1,Staphylococcus lugdunensis HKU09-01
GCA_000967895.1,Oleispira antarctica RB-8
GCA_001294165.1,Pseudomonas syringae pv. maculicola str. M6
GCA_030252405.1,Pseudomonas syringae pv. antirrhini str. 126
GCA_000307165.1,Amphibacillus xylanus NBRC 15112
GCA_000317595.1,Streptomyces ipomoeae 91-03
GCA_000331005.1,Streptomyces turgidiscabies Car8
GCA_000330885.1,Rhizobium tropici CIAT 899
GCA_900176005.1,Thermanaeromonas toyohensis ToBE
GCA_017874635.1,Virgibacillus alimentarius
GCA_000934755.1,Desulfonatronovibrio magnus
GCA_002155145.1,Kushneria konosiri
GCA_000147775.3,Sinorhizobium meliloti BL225C
GCA_000328545.1,Thermoanaerobacterium thermosaccharolyticum M0795
GCA_000263435.1,Gardnerella vaginalis 284V
GCA_000263535.1,Gardnerella vaginalis 75712
GCA_000263555.1,Gardnerella vaginalis 0288E
GCA_000263455.1,Gardnerella vaginalis 6420LIT
GCA_000263575.1,Gardnerella vaginalis 6420B
GCA_000263475.1,Gardnerella vaginalis 55152
GCA_000263495.1,Gardnerella vaginalis 1400E
GCA_000263595.1,Gardnerella vaginalis 1500E
GCA_000263615.1,Gardnerella vaginalis 00703Bmash
GCA_000263515.1,Gardnerella vaginalis 00703C2mash
GCA_000263635.1,Gardnerella vaginalis 00703Dmash
GCA_000263655.1,Gardnerella vaginalis 6119V5
GCA_000241875.1,Corynebacterium diphtheriae 31A
GCA_000255175.1,Corynebacterium diphtheriae C7 (beta)
GCA_000255275.1,Corynebacterium diphtheriae PW8
GCA_000255215.1,Corynebacterium diphtheriae CDCE 8392
GCA_000241895.1,Corynebacterium diphtheriae 241
GCA_000255235.1,Corynebacterium diphtheriae HC01
GCA_000255155.1,Corynebacterium diphtheriae HC02
GCA_000242775.1,Corynebacterium diphtheriae HC03
GCA_000255195.1,Corynebacterium diphtheriae HC04
GCA_000255255.1,Corynebacterium diphtheriae VA01
GCA_000241915.1,Corynebacterium diphtheriae INCA 402
GCA_000241935.1,Corynebacterium diphtheriae BH8
GCA_902749685.1,Olavius sp. associated proteobacterium Delta 1
GCA_000270485.1,Clostridioides difficile BI9
GCA_000210455.1,Clostridioides difficile 2007855
GCA_000211235.1,Clostridioides difficile BI1
GCA_900095895.1,Clostridioides difficile M120
GCA_000210415.1,Clostridioides difficile CF5
GCA_000210395.1,Clostridioides difficile M68
GCA_017638445.1,Corynebacterium hindlerae
GCA_000177295.1,Bacillus cereus SJ1
GCA_000163795.1,Enterococcus faecalis S613
GCA_000163815.1,Enterococcus faecalis R712
GCA_000191825.1,Treponema denticola F0402
GCA_002892445.1,Megasphaera genomosp. type_2
GCA_000177555.1,Megasphaera genomosp. type_1 str. 28L
GCA_009771075.1,Clostridiales genomosp. BVAB1
GCA_000025225.2,Mageeibacillus indolicus UPII9-5
GCA_000347915.1,Streptococcus ratti FA-1 = DSM 20564
GCA_000405185.1,Parcubacteria bacterium SCGC AAA011-N16
GCA_000405205.1,Microgenomates bacterium SCGC AAA011-F5
GCA_000404925.1,Microgenomates bacterium SCGC AAA011-L6
GCA_000398045.1,Microgenomates bacterium SCGC AAA040-P11
GCA_000405945.1,Candidatus Omnitrophus fodinae SCGC AAA011-A17
GCA_000405465.1,Marinimicrobia bacterium SCGC AAA003-E22
GCA_023838525.1,Caldicoprobacter algeriensis
GCA_008690275.1,Arcticibacter tournemirensis
GCA_903845995.1,uncultured Elusimicrobia bacterium
GCA_003667545.1,Mycetocola manganoxydans
GCA_000195315.1,Coriobacterium glomerans PW2
GCA_023585705.1,Blochmannia endosymbiont of Camponotus sp.
GCA_024628825.1,Amycolatopsis roodepoortensis
GCA_014202755.1,Catenisphaera adipataccumulans
GCA_000317305.3,Mycolicibacterium neoaurum VKM Ac-1815D
GCA_000225525.2,Streptomyces zinciresistens K42
GCA_000246855.1,Niastella koreensis GR20-10
GCA_012033735.1,Streptomyces lonarensis
GCA_905479505.1,uncultured Burkholderiales Genera incertae sedis bacterium
GCA_023270245.1,Bacillus sp. C21
GCA_000177275.2,Candidatus Poribacteria bacterium WGA-A3
GCA_025822125.1,Mycobacterium bouchedurhonense
GCA_020217515.1,Mycobacterium marseillense
GCA_010723675.1,Mycobacterium timonense
GCA_913020605.1,Vibrio caribbeanicus
GCA_000222565.2,Vibrio sp. N418
